motif_chr	motif_start	motif_end	motif	motif_score	motif_strand	tss_chr	tss_start	tss_end	tss_info	tss_score	tss_strand	TSS_id	oligo_reg_x	oligo_reg_y	enhancer_id	oligo_reg	unique_id
chr2	219134887	219134902	SP2	16.9138	+	chr2	219134825	219134940	protein_coding__p1@AAMP__chr2:219134822..219134898,-	0	-	chr2:219134822..219134898,-	chr2:219134825..219134939,-			chr2:219134825..219134939,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:219134825..219134939,-__1559.1.0.0
chr3	48481664	48481675	ELK4	14.4182	+	chr3	48481586	48481701	protein_coding__p1@CCDC72__chr3:48481658..48481678,+	0	+	chr3:48481658..48481678,+	chr3:48481587..48481701,+			chr3:48481587..48481701,+	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:48481587..48481701,+__1621.1.0.0
chr3	48481594	48481605	Gabpa	10.1967	-	chr3	48481586	48481701	protein_coding__p1@CCDC72__chr3:48481658..48481678,+	0	+	chr3:48481658..48481678,+	chr3:48481587..48481701,+			chr3:48481587..48481701,+	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:48481587..48481701,+__1621.1.0.0
chr3	48481606	48481621	NFYB	16.4231	+	chr3	48481586	48481701	protein_coding__p1@CCDC72__chr3:48481658..48481678,+	0	+	chr3:48481658..48481678,+	chr3:48481587..48481701,+			chr3:48481587..48481701,+	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:48481587..48481701,+__1621.1.0.0
chr3	48481652	48481663	NRF1	9.32727	-	chr3	48481586	48481701	protein_coding__p1@CCDC72__chr3:48481658..48481678,+	0	+	chr3:48481658..48481678,+	chr3:48481587..48481701,+			chr3:48481587..48481701,+	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:48481587..48481701,+__1621.1.0.0
chr5	38845887	38845898	ELK4	12.0182	+	chr5	38845829	38845944	div_lnc__p1@ENST00000513480,p1@uc003jlk.1__chr5:38845812..38845882,-	0	-	chr5:38845812..38845882,-	chr5:38845829..38845943,-			chr5:38845829..38845943,-	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr5:38845829..38845943,-__693.1.0.0
chr5	38845886	38845897	Gabpa	11.3279	-	chr5	38845829	38845944	div_lnc__p1@ENST00000513480,p1@uc003jlk.1__chr5:38845812..38845882,-	0	-	chr5:38845812..38845882,-	chr5:38845829..38845943,-			chr5:38845829..38845943,-	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr5:38845829..38845943,-__693.1.0.0
chr5	38845888	38845902	SPI1	11.2182	-	chr5	38845829	38845944	div_lnc__p1@ENST00000513480,p1@uc003jlk.1__chr5:38845812..38845882,-	0	-	chr5:38845812..38845882,-	chr5:38845829..38845943,-			chr5:38845829..38845943,-	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr5:38845829..38845943,-__693.1.0.0
chr9	128003916	128003927	ELK4	11.9091	+	chr9	128003871	128003986	div_lnc__p1@ENST00000468244__chr9:128003927..128003958,+	0	+	chr9:128003927..128003958,+	chr9:128003872..128003986,+			chr9:128003872..128003986,+	WILDTYPE__Lincrna.noflip.NA__chr9:128003872..128003986,+__890.1.0.0
chr9	128003915	128003926	Gabpa	11.8197	-	chr9	128003871	128003986	div_lnc__p1@ENST00000468244__chr9:128003927..128003958,+	0	+	chr9:128003927..128003958,+	chr9:128003872..128003986,+			chr9:128003872..128003986,+	WILDTYPE__Lincrna.noflip.NA__chr9:128003872..128003986,+__890.1.0.0
chr9	128003899	128003914	NR2C2	16.5	-	chr9	128003871	128003986	div_lnc__p1@ENST00000468244__chr9:128003927..128003958,+	0	+	chr9:128003927..128003958,+	chr9:128003872..128003986,+			chr9:128003872..128003986,+	WILDTYPE__Lincrna.noflip.NA__chr9:128003872..128003986,+__890.1.0.0
chr9	128003929	128003939	RUNX3	12.1923	+	chr9	128003871	128003986	div_lnc__p1@ENST00000468244__chr9:128003927..128003958,+	0	+	chr9:128003927..128003958,+	chr9:128003872..128003986,+			chr9:128003872..128003986,+	WILDTYPE__Lincrna.noflip.NA__chr9:128003872..128003986,+__890.1.0.0
chr9	128003878	128003889	Tcf12	11.2449	+	chr9	128003871	128003986	div_lnc__p1@ENST00000468244__chr9:128003927..128003958,+	0	+	chr9:128003927..128003958,+	chr9:128003872..128003986,+			chr9:128003872..128003986,+	WILDTYPE__Lincrna.noflip.NA__chr9:128003872..128003986,+__890.1.0.0
chr9	128003908	128003919	TFAP2A	12.6	+	chr9	128003871	128003986	div_lnc__p1@ENST00000468244__chr9:128003927..128003958,+	0	+	chr9:128003927..128003958,+	chr9:128003872..128003986,+			chr9:128003872..128003986,+	WILDTYPE__Lincrna.noflip.NA__chr9:128003872..128003986,+__890.1.0.0
chr9	128003957	128003969	TFAP2C	11.602	-	chr9	128003871	128003986	div_lnc__p1@ENST00000468244__chr9:128003927..128003958,+	0	+	chr9:128003927..128003958,+	chr9:128003872..128003986,+			chr9:128003872..128003986,+	WILDTYPE__Lincrna.noflip.NA__chr9:128003872..128003986,+__890.1.0.0
chr9	128003962	128003974	ZBTB7A	10.9286	-	chr9	128003871	128003986	div_lnc__p1@ENST00000468244__chr9:128003927..128003958,+	0	+	chr9:128003927..128003958,+	chr9:128003872..128003986,+			chr9:128003872..128003986,+	WILDTYPE__Lincrna.noflip.NA__chr9:128003872..128003986,+__890.1.0.0
chr11	61976064	61976072	ESR1	3.3484800000000003	-	chr11	61976064	61976179	protein_coding__p1@SCGB2A1__chr11:61976137..61976152,+	0	+	chr11:61976137..61976152,+	chr11:61976065..61976179,+			chr11:61976065..61976179,+	WILDTYPE__mrna.noflip.NA__chr11:61976065..61976179,+__986.1.0.0
chr14	106355962	106355965	ESR1	13.2727	+	chr14	106355850	106355965	intergenic__p1@ENST00000414005__chr14:106355918..106355939,+	0	+	chr14:106355918..106355939,+	chr14:106355851..106355965,+			chr14:106355851..106355965,+	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr14:106355851..106355965,+__279.1.0.0
chr3	47205894	47205911	ESR1	14.3485	+	chr3	47205882	47205997	div_lnc__p1@ENST00000429315,p1@uc003cqw.1__chr3:47205956..47205996,+	0	+	chr3:47205956..47205996,+	chr3:47205883..47205997,+			chr3:47205883..47205997,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr3:47205883..47205997,+__582.1.0.0
chr3	47205993	47205997	PAX5	14.4194	-	chr3	47205882	47205997	div_lnc__p1@ENST00000429315,p1@uc003cqw.1__chr3:47205956..47205996,+	0	+	chr3:47205956..47205996,+	chr3:47205883..47205997,+			chr3:47205883..47205997,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr3:47205883..47205997,+__582.1.0.0
chrX	100662889	100662906	ESR1	3.86364	+	chrX	100662878	100662993	protein_coding__p1@GLA__chrX:100662881..100662926,-	0	-	chrX:100662881..100662926,-	chrX:100662878..100662992,-			chrX:100662878..100662992,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chrX:100662878..100662992,-__1398.1.0.0
chr20	48884025	48884036	Esrra	11.0727	+	chr20	48883954	48884069	intergenic__p1@ENST00000425497,p1@ENST00000445003,p1@uc010zyr.1__chr20:48884002..48884088,+	0	+	chr20:48884002..48884088,+	chr20:48883955..48884069,+			chr20:48883955..48884069,+	WILDTYPE__Lincrna.noflip.NA__chr20:48883955..48884069,+__480.1.0.0
chr8	107072745	107072755	ETS1	13.2931	-	chr8	107072687	107072802	intergenic__p1@ENST00000520078,p1@ENST00000520594,p1@ENST00000521622,p1@ENST00000524045__chr8:107072679..107072733,-	0	-	chr8:107072679..107072733,-	chr8:107072655..107072769,-			chr8:107072655..107072769,-	WILDTYPE__Antisense.flip.sense__chr8:107072655..107072769,-__826.1.0.0
chr8	107072759	107072770	FOSL1	12.9091	-	chr8	107072687	107072802	intergenic__p1@ENST00000520078,p1@ENST00000520594,p1@ENST00000521622,p1@ENST00000524045__chr8:107072679..107072733,-	0	-	chr8:107072679..107072733,-	chr8:107072655..107072769,-			chr8:107072655..107072769,-	WILDTYPE__Antisense.flip.sense__chr8:107072655..107072769,-__826.1.0.0
chr8	107072758	107072769	FOSL2	14.5455	+	chr8	107072687	107072802	intergenic__p1@ENST00000520078,p1@ENST00000520594,p1@ENST00000521622,p1@ENST00000524045__chr8:107072679..107072733,-	0	-	chr8:107072679..107072733,-	chr8:107072655..107072769,-			chr8:107072655..107072769,-	WILDTYPE__Antisense.flip.sense__chr8:107072655..107072769,-__826.1.0.0
chr8	107072759	107072770	FOS	14.7021	-	chr8	107072687	107072802	intergenic__p1@ENST00000520078,p1@ENST00000520594,p1@ENST00000521622,p1@ENST00000524045__chr8:107072679..107072733,-	0	-	chr8:107072679..107072733,-	chr8:107072655..107072769,-			chr8:107072655..107072769,-	WILDTYPE__Antisense.flip.sense__chr8:107072655..107072769,-__826.1.0.0
chr8	107072758	107072769	JUNB	13.2857	+	chr8	107072687	107072802	intergenic__p1@ENST00000520078,p1@ENST00000520594,p1@ENST00000521622,p1@ENST00000524045__chr8:107072679..107072733,-	0	-	chr8:107072679..107072733,-	chr8:107072655..107072769,-			chr8:107072655..107072769,-	WILDTYPE__Antisense.flip.sense__chr8:107072655..107072769,-__826.1.0.0
chr8	107072759	107072770	JUND	13.8298	-	chr8	107072687	107072802	intergenic__p1@ENST00000520078,p1@ENST00000520594,p1@ENST00000521622,p1@ENST00000524045__chr8:107072679..107072733,-	0	-	chr8:107072679..107072733,-	chr8:107072655..107072769,-			chr8:107072655..107072769,-	WILDTYPE__Antisense.flip.sense__chr8:107072655..107072769,-__826.1.0.0
chr8	107072788	107072802	MAFF	10.1556	+	chr8	107072687	107072802	intergenic__p1@ENST00000520078,p1@ENST00000520594,p1@ENST00000521622,p1@ENST00000524045__chr8:107072679..107072733,-	0	-	chr8:107072679..107072733,-	chr8:107072655..107072769,-			chr8:107072655..107072769,-	WILDTYPE__Antisense.flip.sense__chr8:107072655..107072769,-__826.1.0.0
chr8	107072789	107072802	MAFK	10.8444	+	chr8	107072687	107072802	intergenic__p1@ENST00000520078,p1@ENST00000520594,p1@ENST00000521622,p1@ENST00000524045__chr8:107072679..107072733,-	0	-	chr8:107072679..107072733,-	chr8:107072655..107072769,-			chr8:107072655..107072769,-	WILDTYPE__Antisense.flip.sense__chr8:107072655..107072769,-__826.1.0.0
chr8	107072759	107072770	NFE2	6.4898	+	chr8	107072687	107072802	intergenic__p1@ENST00000520078,p1@ENST00000520594,p1@ENST00000521622,p1@ENST00000524045__chr8:107072679..107072733,-	0	-	chr8:107072679..107072733,-	chr8:107072655..107072769,-			chr8:107072655..107072769,-	WILDTYPE__Antisense.flip.sense__chr8:107072655..107072769,-__826.1.0.0
chr8	107072687	107072691	TEAD4	10.9839	-	chr8	107072687	107072802	intergenic__p1@ENST00000520078,p1@ENST00000520594,p1@ENST00000521622,p1@ENST00000524045__chr8:107072679..107072733,-	0	-	chr8:107072679..107072733,-	chr8:107072655..107072769,-			chr8:107072655..107072769,-	WILDTYPE__Antisense.flip.sense__chr8:107072655..107072769,-__826.1.0.0
chr10	93373575	93373586	FOSL1	12.6727	+	chr10	93373525	93373640	Enhancer__chr10:93373465-93373915	0	+	chr10:93373465-93373915		chr10:93373483..93373597,-	chr10:93373465-93373915	chr10:93373483..93373597,-	WILDTYPE__Enhancer.noflip.NA__chr10:93373483..93373597,-__2044.1.0.0
chr10	93373576	93373587	FOSL2	12.6364	-	chr10	93373525	93373640	Enhancer__chr10:93373465-93373915	0	+	chr10:93373465-93373915		chr10:93373483..93373597,-	chr10:93373465-93373915	chr10:93373483..93373597,-	WILDTYPE__Enhancer.noflip.NA__chr10:93373483..93373597,-__2044.1.0.0
chr10	93373575	93373586	FOS	15.5319	+	chr10	93373525	93373640	Enhancer__chr10:93373465-93373915	0	+	chr10:93373465-93373915		chr10:93373483..93373597,-	chr10:93373465-93373915	chr10:93373483..93373597,-	WILDTYPE__Enhancer.noflip.NA__chr10:93373483..93373597,-__2044.1.0.0
chr10	93373559	93373570	JUNB	13.9592	-	chr10	93373525	93373640	Enhancer__chr10:93373465-93373915	0	+	chr10:93373465-93373915		chr10:93373483..93373597,-	chr10:93373465-93373915	chr10:93373483..93373597,-	WILDTYPE__Enhancer.noflip.NA__chr10:93373483..93373597,-__2044.1.0.0
chr10	93373575	93373586	JUND	14.4894	+	chr10	93373525	93373640	Enhancer__chr10:93373465-93373915	0	+	chr10:93373465-93373915		chr10:93373483..93373597,-	chr10:93373465-93373915	chr10:93373483..93373597,-	WILDTYPE__Enhancer.noflip.NA__chr10:93373483..93373597,-__2044.1.0.0
chr10	93373554	93373565	USF1	13.1224	+	chr10	93373525	93373640	Enhancer__chr10:93373465-93373915	0	+	chr10:93373465-93373915		chr10:93373483..93373597,-	chr10:93373465-93373915	chr10:93373483..93373597,-	WILDTYPE__Enhancer.noflip.NA__chr10:93373483..93373597,-__2044.1.0.0
chr10	93373554	93373565	USF2	13.898	+	chr10	93373525	93373640	Enhancer__chr10:93373465-93373915	0	+	chr10:93373465-93373915		chr10:93373483..93373597,-	chr10:93373465-93373915	chr10:93373483..93373597,-	WILDTYPE__Enhancer.noflip.NA__chr10:93373483..93373597,-__2044.1.0.0
chr10	93373575	93373586	FOSL1	12.6727	+	chr10	93373525	93373640	Enhancer__chr10:93373465-93373915	0	+	chr10:93373465-93373915		chr10:93373526..93373640,+	chr10:93373465-93373915	chr10:93373526..93373640,+	WILDTYPE__Enhancer.noflip.NA__chr10:93373526..93373640,+__1751.1.0.0
chr10	93373576	93373587	FOSL2	12.6364	-	chr10	93373525	93373640	Enhancer__chr10:93373465-93373915	0	+	chr10:93373465-93373915		chr10:93373526..93373640,+	chr10:93373465-93373915	chr10:93373526..93373640,+	WILDTYPE__Enhancer.noflip.NA__chr10:93373526..93373640,+__1751.1.0.0
chr10	93373575	93373586	FOS	15.5319	+	chr10	93373525	93373640	Enhancer__chr10:93373465-93373915	0	+	chr10:93373465-93373915		chr10:93373526..93373640,+	chr10:93373465-93373915	chr10:93373526..93373640,+	WILDTYPE__Enhancer.noflip.NA__chr10:93373526..93373640,+__1751.1.0.0
chr10	93373559	93373570	JUNB	13.9592	-	chr10	93373525	93373640	Enhancer__chr10:93373465-93373915	0	+	chr10:93373465-93373915		chr10:93373526..93373640,+	chr10:93373465-93373915	chr10:93373526..93373640,+	WILDTYPE__Enhancer.noflip.NA__chr10:93373526..93373640,+__1751.1.0.0
chr10	93373575	93373586	JUND	14.4894	+	chr10	93373525	93373640	Enhancer__chr10:93373465-93373915	0	+	chr10:93373465-93373915		chr10:93373526..93373640,+	chr10:93373465-93373915	chr10:93373526..93373640,+	WILDTYPE__Enhancer.noflip.NA__chr10:93373526..93373640,+__1751.1.0.0
chr10	93373554	93373565	USF1	13.1224	+	chr10	93373525	93373640	Enhancer__chr10:93373465-93373915	0	+	chr10:93373465-93373915		chr10:93373526..93373640,+	chr10:93373465-93373915	chr10:93373526..93373640,+	WILDTYPE__Enhancer.noflip.NA__chr10:93373526..93373640,+__1751.1.0.0
chr10	93373554	93373565	USF2	13.898	+	chr10	93373525	93373640	Enhancer__chr10:93373465-93373915	0	+	chr10:93373465-93373915		chr10:93373526..93373640,+	chr10:93373465-93373915	chr10:93373526..93373640,+	WILDTYPE__Enhancer.noflip.NA__chr10:93373526..93373640,+__1751.1.0.0
chr12	53268149	53268160	FOSL1	16.9091	+	chr12	53268069	53268184	Enhancer__chr12:53267781-53268340	0	+	chr12:53267781-53268340		chr12:53268001..53268115,-	chr12:53267781-53268340	chr12:53268001..53268115,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:53268001..53268115,-__2235.1.0.0
chr12	53268150	53268161	FOSL2	15.4364	-	chr12	53268069	53268184	Enhancer__chr12:53267781-53268340	0	+	chr12:53267781-53268340		chr12:53268001..53268115,-	chr12:53267781-53268340	chr12:53268001..53268115,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:53268001..53268115,-__2235.1.0.0
chr12	53268149	53268160	FOS	15.765999999999998	+	chr12	53268069	53268184	Enhancer__chr12:53267781-53268340	0	+	chr12:53267781-53268340		chr12:53268001..53268115,-	chr12:53267781-53268340	chr12:53268001..53268115,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:53268001..53268115,-__2235.1.0.0
chr12	53268150	53268161	JUNB	14.5918	-	chr12	53268069	53268184	Enhancer__chr12:53267781-53268340	0	+	chr12:53267781-53268340		chr12:53268001..53268115,-	chr12:53267781-53268340	chr12:53268001..53268115,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:53268001..53268115,-__2235.1.0.0
chr12	53268149	53268160	JUND	17.1915	+	chr12	53268069	53268184	Enhancer__chr12:53267781-53268340	0	+	chr12:53267781-53268340		chr12:53268001..53268115,-	chr12:53267781-53268340	chr12:53268001..53268115,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:53268001..53268115,-__2235.1.0.0
chr12	53268071	53268089	NFYA	16.7927	+	chr12	53268069	53268184	Enhancer__chr12:53267781-53268340	0	+	chr12:53267781-53268340		chr12:53268001..53268115,-	chr12:53267781-53268340	chr12:53268001..53268115,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:53268001..53268115,-__2235.1.0.0
chr12	53268077	53268092	NFYB	15.3269	-	chr12	53268069	53268184	Enhancer__chr12:53267781-53268340	0	+	chr12:53267781-53268340		chr12:53268001..53268115,-	chr12:53267781-53268340	chr12:53268001..53268115,-	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:53268001..53268115,-__2235.1.0.0
chr12	53268149	53268160	FOSL1	16.9091	+	chr12	53268069	53268184	Enhancer__chr12:53267781-53268340	0	+	chr12:53267781-53268340		chr12:53268070..53268184,+	chr12:53267781-53268340	chr12:53268070..53268184,+	WILDTYPE__Enhancer.noflip.NA__chr12:53268070..53268184,+__1942.1.0.0
chr12	53268150	53268161	FOSL2	15.4364	-	chr12	53268069	53268184	Enhancer__chr12:53267781-53268340	0	+	chr12:53267781-53268340		chr12:53268070..53268184,+	chr12:53267781-53268340	chr12:53268070..53268184,+	WILDTYPE__Enhancer.noflip.NA__chr12:53268070..53268184,+__1942.1.0.0
chr12	53268149	53268160	FOS	15.765999999999998	+	chr12	53268069	53268184	Enhancer__chr12:53267781-53268340	0	+	chr12:53267781-53268340		chr12:53268070..53268184,+	chr12:53267781-53268340	chr12:53268070..53268184,+	WILDTYPE__Enhancer.noflip.NA__chr12:53268070..53268184,+__1942.1.0.0
chr12	53268150	53268161	JUNB	14.5918	-	chr12	53268069	53268184	Enhancer__chr12:53267781-53268340	0	+	chr12:53267781-53268340		chr12:53268070..53268184,+	chr12:53267781-53268340	chr12:53268070..53268184,+	WILDTYPE__Enhancer.noflip.NA__chr12:53268070..53268184,+__1942.1.0.0
chr12	53268149	53268160	JUND	17.1915	+	chr12	53268069	53268184	Enhancer__chr12:53267781-53268340	0	+	chr12:53267781-53268340		chr12:53268070..53268184,+	chr12:53267781-53268340	chr12:53268070..53268184,+	WILDTYPE__Enhancer.noflip.NA__chr12:53268070..53268184,+__1942.1.0.0
chr12	53268071	53268089	NFYA	16.7927	+	chr12	53268069	53268184	Enhancer__chr12:53267781-53268340	0	+	chr12:53267781-53268340		chr12:53268070..53268184,+	chr12:53267781-53268340	chr12:53268070..53268184,+	WILDTYPE__Enhancer.noflip.NA__chr12:53268070..53268184,+__1942.1.0.0
chr12	53268077	53268092	NFYB	15.3269	-	chr12	53268069	53268184	Enhancer__chr12:53267781-53268340	0	+	chr12:53267781-53268340		chr12:53268070..53268184,+	chr12:53267781-53268340	chr12:53268070..53268184,+	WILDTYPE__Enhancer.noflip.NA__chr12:53268070..53268184,+__1942.1.0.0
chr2	85147161	85147172	FOSL1	15.3455	-	chr2	85147133	85147248	Enhancer__chr2:85147093-85147556	0	+	chr2:85147093-85147556		chr2:85147134..85147248,+	chr2:85147093-85147556	chr2:85147134..85147248,+	WILDTYPE__Enhancer.flip.sense__chr2:85147134..85147248,+__1786.1.0.0
chr2	85147160	85147171	FOSL2	15.4364	+	chr2	85147133	85147248	Enhancer__chr2:85147093-85147556	0	+	chr2:85147093-85147556		chr2:85147134..85147248,+	chr2:85147093-85147556	chr2:85147134..85147248,+	WILDTYPE__Enhancer.flip.sense__chr2:85147134..85147248,+__1786.1.0.0
chr2	85147161	85147172	FOS	15.6809	-	chr2	85147133	85147248	Enhancer__chr2:85147093-85147556	0	+	chr2:85147093-85147556		chr2:85147134..85147248,+	chr2:85147093-85147556	chr2:85147134..85147248,+	WILDTYPE__Enhancer.flip.sense__chr2:85147134..85147248,+__1786.1.0.0
chr2	85147160	85147171	JUNB	14.5918	+	chr2	85147133	85147248	Enhancer__chr2:85147093-85147556	0	+	chr2:85147093-85147556		chr2:85147134..85147248,+	chr2:85147093-85147556	chr2:85147134..85147248,+	WILDTYPE__Enhancer.flip.sense__chr2:85147134..85147248,+__1786.1.0.0
chr2	85147161	85147172	JUND	16.7234	-	chr2	85147133	85147248	Enhancer__chr2:85147093-85147556	0	+	chr2:85147093-85147556		chr2:85147134..85147248,+	chr2:85147093-85147556	chr2:85147134..85147248,+	WILDTYPE__Enhancer.flip.sense__chr2:85147134..85147248,+__1786.1.0.0
chr2	85147203	85147216	JUN	11.1429	-	chr2	85147133	85147248	Enhancer__chr2:85147093-85147556	0	+	chr2:85147093-85147556		chr2:85147134..85147248,+	chr2:85147093-85147556	chr2:85147134..85147248,+	WILDTYPE__Enhancer.flip.sense__chr2:85147134..85147248,+__1786.1.0.0
chr2	85147188	85147198	TEAD4	12.0645	-	chr2	85147133	85147248	Enhancer__chr2:85147093-85147556	0	+	chr2:85147093-85147556		chr2:85147134..85147248,+	chr2:85147093-85147556	chr2:85147134..85147248,+	WILDTYPE__Enhancer.flip.sense__chr2:85147134..85147248,+__1786.1.0.0
chr2	85147161	85147172	FOSL1	15.3455	-	chr2	85147133	85147248	Enhancer__chr2:85147093-85147556	0	+	chr2:85147093-85147556		chr2:85147094..85147208,-	chr2:85147093-85147556	chr2:85147094..85147208,-	WILDTYPE__Enhancer.flip.sense__chr2:85147094..85147208,-__2079.1.0.0
chr2	85147160	85147171	FOSL2	15.4364	+	chr2	85147133	85147248	Enhancer__chr2:85147093-85147556	0	+	chr2:85147093-85147556		chr2:85147094..85147208,-	chr2:85147093-85147556	chr2:85147094..85147208,-	WILDTYPE__Enhancer.flip.sense__chr2:85147094..85147208,-__2079.1.0.0
chr2	85147161	85147172	FOS	15.6809	-	chr2	85147133	85147248	Enhancer__chr2:85147093-85147556	0	+	chr2:85147093-85147556		chr2:85147094..85147208,-	chr2:85147093-85147556	chr2:85147094..85147208,-	WILDTYPE__Enhancer.flip.sense__chr2:85147094..85147208,-__2079.1.0.0
chr2	85147160	85147171	JUNB	14.5918	+	chr2	85147133	85147248	Enhancer__chr2:85147093-85147556	0	+	chr2:85147093-85147556		chr2:85147094..85147208,-	chr2:85147093-85147556	chr2:85147094..85147208,-	WILDTYPE__Enhancer.flip.sense__chr2:85147094..85147208,-__2079.1.0.0
chr2	85147161	85147172	JUND	16.7234	-	chr2	85147133	85147248	Enhancer__chr2:85147093-85147556	0	+	chr2:85147093-85147556		chr2:85147094..85147208,-	chr2:85147093-85147556	chr2:85147094..85147208,-	WILDTYPE__Enhancer.flip.sense__chr2:85147094..85147208,-__2079.1.0.0
chr2	85147203	85147216	JUN	11.1429	-	chr2	85147133	85147248	Enhancer__chr2:85147093-85147556	0	+	chr2:85147093-85147556		chr2:85147094..85147208,-	chr2:85147093-85147556	chr2:85147094..85147208,-	WILDTYPE__Enhancer.flip.sense__chr2:85147094..85147208,-__2079.1.0.0
chr2	85147188	85147198	TEAD4	12.0645	-	chr2	85147133	85147248	Enhancer__chr2:85147093-85147556	0	+	chr2:85147093-85147556		chr2:85147094..85147208,-	chr2:85147093-85147556	chr2:85147094..85147208,-	WILDTYPE__Enhancer.flip.sense__chr2:85147094..85147208,-__2079.1.0.0
chr2	208176323	208176334	FOSL1	14.6727	-	chr2	208176288	208176403	Enhancer__chr2:208176046-208176541	0	+	chr2:208176046-208176541		chr2:208176235..208176349,-	chr2:208176046-208176541	chr2:208176235..208176349,-	WILDTYPE__Enhancer.noflip.NA__chr2:208176235..208176349,-__2077.1.0.0
chr2	208176324	208176335	FOSL2	15.4182	-	chr2	208176288	208176403	Enhancer__chr2:208176046-208176541	0	+	chr2:208176046-208176541		chr2:208176235..208176349,-	chr2:208176046-208176541	chr2:208176235..208176349,-	WILDTYPE__Enhancer.noflip.NA__chr2:208176235..208176349,-__2077.1.0.0
chr2	208176323	208176334	FOS	13.7447	+	chr2	208176288	208176403	Enhancer__chr2:208176046-208176541	0	+	chr2:208176046-208176541		chr2:208176235..208176349,-	chr2:208176046-208176541	chr2:208176235..208176349,-	WILDTYPE__Enhancer.noflip.NA__chr2:208176235..208176349,-__2077.1.0.0
chr2	208176322	208176333	JUNB	11.9184	+	chr2	208176288	208176403	Enhancer__chr2:208176046-208176541	0	+	chr2:208176046-208176541		chr2:208176235..208176349,-	chr2:208176046-208176541	chr2:208176235..208176349,-	WILDTYPE__Enhancer.noflip.NA__chr2:208176235..208176349,-__2077.1.0.0
chr2	208176323	208176334	JUND	13.7021	+	chr2	208176288	208176403	Enhancer__chr2:208176046-208176541	0	+	chr2:208176046-208176541		chr2:208176235..208176349,-	chr2:208176046-208176541	chr2:208176235..208176349,-	WILDTYPE__Enhancer.noflip.NA__chr2:208176235..208176349,-__2077.1.0.0
chr2	208176363	208176376	JUN	10.0408	-	chr2	208176288	208176403	Enhancer__chr2:208176046-208176541	0	+	chr2:208176046-208176541		chr2:208176235..208176349,-	chr2:208176046-208176541	chr2:208176235..208176349,-	WILDTYPE__Enhancer.noflip.NA__chr2:208176235..208176349,-__2077.1.0.0
chr2	208176353	208176367	Rxra	5.36585	+	chr2	208176288	208176403	Enhancer__chr2:208176046-208176541	0	+	chr2:208176046-208176541		chr2:208176235..208176349,-	chr2:208176046-208176541	chr2:208176235..208176349,-	WILDTYPE__Enhancer.noflip.NA__chr2:208176235..208176349,-__2077.1.0.0
chr2	208176343	208176359	SRF	5.229509999999999	+	chr2	208176288	208176403	Enhancer__chr2:208176046-208176541	0	+	chr2:208176046-208176541		chr2:208176235..208176349,-	chr2:208176046-208176541	chr2:208176235..208176349,-	WILDTYPE__Enhancer.noflip.NA__chr2:208176235..208176349,-__2077.1.0.0
chr2	208176288	208176290	STAT3	10.6735	-	chr2	208176288	208176403	Enhancer__chr2:208176046-208176541	0	+	chr2:208176046-208176541		chr2:208176235..208176349,-	chr2:208176046-208176541	chr2:208176235..208176349,-	WILDTYPE__Enhancer.noflip.NA__chr2:208176235..208176349,-__2077.1.0.0
chr2	208176323	208176334	FOSL1	14.6727	-	chr2	208176288	208176403	Enhancer__chr2:208176046-208176541	0	+	chr2:208176046-208176541		chr2:208176289..208176403,+	chr2:208176046-208176541	chr2:208176289..208176403,+	WILDTYPE__Enhancer.noflip.NA__chr2:208176289..208176403,+__1784.1.0.0
chr2	208176324	208176335	FOSL2	15.4182	-	chr2	208176288	208176403	Enhancer__chr2:208176046-208176541	0	+	chr2:208176046-208176541		chr2:208176289..208176403,+	chr2:208176046-208176541	chr2:208176289..208176403,+	WILDTYPE__Enhancer.noflip.NA__chr2:208176289..208176403,+__1784.1.0.0
chr2	208176323	208176334	FOS	13.7447	+	chr2	208176288	208176403	Enhancer__chr2:208176046-208176541	0	+	chr2:208176046-208176541		chr2:208176289..208176403,+	chr2:208176046-208176541	chr2:208176289..208176403,+	WILDTYPE__Enhancer.noflip.NA__chr2:208176289..208176403,+__1784.1.0.0
