seqID	numMotifs	numBPcovered	fragmentLength	fractionBPcovered
protein_coding__p1@SCAF8__chr6:155054530..155054561,+	14	45	115	0.3913043
protein_coding__NA__chr6:155153783..155153798,+	10	65	115	0.5652174
antisense__p1@ENST00000435295,p1@uc003qqi.1__chr6:155578322..155578325,-	10	63	115	0.5478261
protein_coding__NA__chr6:155584966..155584973,+	8	46	115	0.4000000
protein_coding__p1@TFB1M__chr6:155635583..155635644,-	20	49	115	0.4260870
Enhancer__chr6:155649228-155649931	27	61	115	0.5304348
protein_coding__p1@NOX3__chr6:155776966..155776979,-	13	56	115	0.4869565
Enhancer__chr6:155809000-155809155	13	67	115	0.5826087
Enhancer__chr6:155850166-155850642	15	64	115	0.5565217
Enhancer__chr6:155916760-155916771	10	50	115	0.4347826
Enhancer__chr6:155949410-155949938	3	23	115	0.2000000
Enhancer__chr6:156139110-156139232	36	71	115	0.6173913
Enhancer__chr6:156139676-156139707	40	77	115	0.6695652
Enhancer__chr6:156403374-156403578	16	34	115	0.2956522
Enhancer__chr6:156428584-156428923	13	58	115	0.5043478
Enhancer__chr6:156450389-156450652	9	68	115	0.5913044
Enhancer__chr6:156571786-156572058	10	36	115	0.3130435
Enhancer__chr6:156572867-156573225	7	36	115	0.3130435
Enhancer__chr6:156600917-156600980	17	75	115	0.6521739
Enhancer__chr6:156659234-156659631	16	74	115	0.6434783
Enhancer__chr6:156717523-156717937	7	34	115	0.2956522
Enhancer__chr6:156741738-156742009	17	51	115	0.4434783
Enhancer__chr6:156748534-156748826	11	74	115	0.6434783
Enhancer__chr6:156758659-156759033	16	62	115	0.5391304
Enhancer__chr6:156828683-156828815	18	70	115	0.6086956
Enhancer__chr6:156836023-156836113	4	40	115	0.3478261
Enhancer__chr6:157007979-157008724	36	82	115	0.7130435
Enhancer__chr6:157041058-157041538	33	87	115	0.7565218
intergenic__NA__chr6:157095810..157095814,-	115	96	115	0.8347826
div_lnc__NA__chr6:157098186..157098200,-	34	59	115	0.5130435
div_pc__p5@ARID1B__chr6:157099036..157099067,+	34	104	115	0.9043478
antisense__p@chr6:157101579..157101594,-__chr6:157101579..157101594,-	25	30	115	0.2608696
Enhancer__chr6:157096939-157097165	126	86	115	0.7478261
antisense__NA__chr6:157441014..157441015,-	4	44	115	0.3826087
Enhancer__chr6:157542479-157542718	22	87	115	0.7565218
Enhancer__chr6:157609644-157610034	16	51	115	0.4434783
Enhancer__chr6:157639062-157639495	37	88	115	0.7652174
Enhancer__chr6:157694703-157694954	54	69	115	0.6000000
Enhancer__chr6:157695432-157695688	80	69	115	0.6000000
div_pc__p1@TMEM242__chr6:157744531..157744573,-	12	39	115	0.3391304
div_lnc__NA__chr6:157744655..157744672,+	20	58	115	0.5043478
protein_coding__p1@ZDHHC14__chr6:157802182..157802254,+	28	84	115	0.7304348
Enhancer__chr6:158136804-158137189	12	59	115	0.5130435
Enhancer__chr6:158146371-158146650	32	77	115	0.6695652
Enhancer__chr6:158178530-158178849	40	90	115	0.7826087
Enhancer__chr6:158179542-158179858	39	67	115	0.5826087
Enhancer__chr6:158182288-158182636	23	44	115	0.3826087
Enhancer__chr6:158184460-158184689	140	79	115	0.6869565
Enhancer__chr6:158185393-158186221	9	57	115	0.4956522
Enhancer__chr6:158188080-158188190	20	34	115	0.2956522
Enhancer__chr6:158189433-158189765	20	56	115	0.4869565
Enhancer__chr6:158190286-158190548	78	97	115	0.8434783
Enhancer__chr6:158191942-158192437	6	24	115	0.2086957
Enhancer__chr6:158232953-158233347	20	68	115	0.5913044
Enhancer__chr6:158234848-158235220	7	43	115	0.3739130
protein_coding__p1@SNX9__chr6:158244223..158244301,+	20	67	115	0.5826087
antisense__NA__chr6:158251565..158251602,-	34	48	115	0.4173913
antisense__NA__chr6:158296128..158296129,-	13	68	115	0.5913044
antisense__p@chr6:158314373..158314393,-__chr6:158314373..158314393,-	14	47	115	0.4086956
Enhancer__chr6:158375265-158375579	24	54	115	0.4695652
Enhancer__chr6:158398935-158399083	15	64	115	0.5565217
protein_coding__p1@SYNJ2__chr6:158402860..158402933,+	31	104	115	0.9043478
Enhancer__chr6:158525965-158526121	9	62	115	0.5391304
protein_coding__p1@SERAC1__chr6:158589259..158589319,-	60	82	115	0.7130435
protein_coding__p1@GTF2H5__chr6:158589374..158589400,+	36	65	115	0.5652174
Enhancer__chr6:158640222-158640658	18	76	115	0.6608695
Enhancer__chr6:158670119-158670409	6	55	115	0.4782609
intergenic__NA__chr6:158703302..158703303,+	14	42	115	0.3652174
Enhancer__chr6:158702253-158702563	60	69	115	0.6000000
protein_coding__NA__chr6:158733690..158733733,+	27	85	115	0.7391304
protein_coding__p5@TMEM181__chr6:158957431..158957448,+	32	104	115	0.9043478
protein_coding__NA__chr6:159047432..159047433,+	22	49	115	0.4260870
protein_coding__p1@DYNLT1__chr6:159065741..159065795,-	35	102	115	0.8869565
protein_coding__p1@SYTL3__chr6:159071015..159071096,+	5	39	115	0.3391304
antisense__NA__chr6:159239129..159239130,+	20	47	115	0.4086956
protein_coding__p3@EZR__chr6:159240415..159240426,-	37	73	115	0.6347826
Enhancer__chr6:159268112-159268313	11	44	115	0.3826087
Enhancer__chr6:159270971-159271326	44	53	115	0.4608696
Enhancer__chr6:159271429-159272000	26	48	115	0.4173913
Enhancer__chr6:159273925-159274893	62	78	115	0.6782609
protein_coding__NA__chr6:159290966..159290974,+	54	91	115	0.7913043
Enhancer__chr6:159359890-159360005	54	62	115	0.5391304
Enhancer__chr6:159360638-159360649	35	62	115	0.5391304
Enhancer__chr6:159362401-159362637	18	84	115	0.7304348
Enhancer__chr6:159383408-159383511	16	74	115	0.6434783
antisense__NA__chr6:159420348..159420349,+	24	64	115	0.5565217
protein_coding__p1@RSPH3__chr6:159421206..159421254,-	106	98	115	0.8521739
Enhancer__chr6:159434370-159434675	15	66	115	0.5739130
Enhancer__chr6:159445065-159445260	21	40	115	0.3478261
Enhancer__chr6:159449163-159449535	6	65	115	0.5652174
protein_coding__p2@TAGAP__chr6:159466042..159466066,-	28	66	115	0.5739130
Enhancer__chr6:159476148-159476442	36	85	115	0.7391304
Enhancer__chr6:159477039-159477499	21	61	115	0.5304348
Enhancer__chr6:159483193-159483967	12	17	115	0.1478261
Enhancer__chr6:159484182-159484547	72	57	115	0.4956522
Enhancer__chr6:159484779-159485166	14	45	115	0.3913043
Enhancer__chr6:159488301-159488791	44	75	115	0.6521739
Enhancer__chr6:159489988-159490179	35	103	115	0.8956522
Enhancer__chr6:159495451-159495612	21	53	115	0.4608696
Enhancer__chr6:159498189-159498579	28	78	115	0.6782609
Enhancer__chr6:159507236-159507417	17	72	115	0.6260870
Enhancer__chr6:159513696-159514062	36	26	115	0.2260870
intergenic__NA__chr6:159528768..159528771,+	26	76	115	0.6608695
Enhancer__chr6:159514738-159514976	116	80	115	0.6956522
Enhancer__chr6:159519651-159520119	36	67	115	0.5826087
Enhancer__chr6:159521076-159521322	14	67	115	0.5826087
Enhancer__chr6:159523668-159523966	28	53	115	0.4608696
Enhancer__chr6:159525207-159525384	16	54	115	0.4695652
Enhancer__chr6:159525909-159526201	104	80	115	0.6956522
Enhancer__chr6:159535033-159535374	56	94	115	0.8173913
Enhancer__chr6:159535722-159535802	45	67	115	0.5826087
Enhancer__chr6:159537511-159537808	75	79	115	0.6869565
Enhancer__chr6:159538261-159538397	56	61	115	0.5304348
Enhancer__chr6:159538614-159539047	48	75	115	0.6521739
Enhancer__chr6:159540030-159540244	12	52	115	0.4521739
Enhancer__chr6:159540597-159541415	48	79	115	0.6869565
Enhancer__chr6:159542385-159542836	10	53	115	0.4608696
div_pc__p1@FNDC1__chr6:159590423..159590438,+	50	65	115	0.5652174
div_lnc__NA__chr6:159591053..159591072,-	14	47	115	0.4086956
intergenic__NA__chr6:159804472..159804475,+	7	54	115	0.4695652
Enhancer__chr6:159862041-159862452	5	32	115	0.2782609
Enhancer__chr6:159882331-159882470	46	52	115	0.4521739
Enhancer__chr6:159884310-159884416	10	52	115	0.4521739
Enhancer__chr6:159890219-159890368	5	39	115	0.3391304
Enhancer__chr6:159999734-159999818	25	83	115	0.7217391
Enhancer__chr6:160022957-160022967	19	77	115	0.6695652
Enhancer__chr6:160051927-160052299	39	48	115	0.4173913
Enhancer__chr6:160083070-160083297	33	94	115	0.8173913
protein_coding__NA__chr6:160146614..160146615,+	16	82	115	0.7130435
protein_coding__p@chr6:160181924..160181938,+__chr6:160181924..160181938,+	15	52	115	0.4521739
protein_coding__NA__chr6:160183336..160183360,-	20	75	115	0.6521739
protein_coding__p2@TCP1__chr6:160210692..160210705,-	70	69	115	0.6000000
protein_coding__p5@MRPL18__chr6:160210814..160210883,+	76	66	115	0.5739130
protein_coding__p1@PNLDC1__chr6:160221293..160221332,+	63	70	115	0.6086956
Enhancer__chr6:160309708-160309802	33	67	115	0.5826087
intergenic__NA__chr6:160319496..160319497,+	22	60	115	0.5217391
protein_coding__NA__chr6:160328123..160328124,+	7	49	115	0.4260870
Enhancer__chr6:160371712-160371722	15	70	115	0.6086956
Enhancer__chr6:160374399-160374641	33	48	115	0.4173913
Enhancer__chr6:160381061-160381401	30	77	115	0.6695652
Enhancer__chr6:160382613-160382870	24	54	115	0.4695652
protein_coding__p1@IGF2R__chr6:160390102..160390147,+	82	73	115	0.6347826
protein_coding__p1@SLC22A1__chr6:160542870..160542938,+	21	54	115	0.4695652
antisense__p1@ENST00000419196__chr6:160693591..160693628,+	30	70	115	0.6086956
protein_coding__NA__chr6:160698800..160698804,-	18	27	115	0.2347826
Enhancer__chr6:160699946-160700334	32	60	115	0.5217391
protein_coding__p1@SLC22A3__chr6:160769399..160769416,+	19	95	115	0.8260869
protein_coding__p1@LPA__chr6:161085303..161085308,-	23	72	115	0.6260870
intergenic__NA__chr6:161119186..161119194,+	59	58	115	0.5043478
protein_coding__NA__chr6:161123133..161123161,+	7	48	115	0.4173913
Enhancer__chr6:161183008-161183335	21	70	115	0.6086956
intergenic__NA__chr6:161339531..161339532,-	33	69	115	0.6000000
intergenic__NA__chr6:161347295..161347341,+	29	57	115	0.4956522
intergenic__NA__chr6:161352285..161352295,+	29	78	115	0.6782609
Enhancer__chr6:161394419-161394560	19	47	115	0.4086956
div_pc__p1@MAP3K4__chr6:161412791..161412825,+	36	71	115	0.6173913
div_lnc__p1@AK094629__chr6:161413438..161413464,-	36	73	115	0.6347826
Enhancer__chr6:161545851-161546111	20	85	115	0.7391304
Enhancer__chr6:161549553-161550030	32	59	115	0.5130435
protein_coding__p1@AGPAT4__chr6:161695074..161695112,-	21	97	115	0.8434783
protein_coding__p4@PACRG__chr6:163148161..163148181,+	18	69	115	0.6000000
protein_coding__p1@PARK2__chr6:163148780..163148813,-	60	78	115	0.6782609
antisense__NA__chr6:163475186..163475216,-	12	62	115	0.5391304
protein_coding__NA__chr6:163612827..163612848,-	18	47	115	0.4086956
Enhancer__chr6:163746157-163746288	22	80	115	0.6956522
Enhancer__chr6:163752850-163752940	29	56	115	0.4869565
Enhancer__chr6:163756815-163756929	16	88	115	0.7652174
Enhancer__chr6:163770339-163770695	12	63	115	0.5478261
Enhancer__chr6:163773301-163773556	72	80	115	0.6956522
Enhancer__chr6:163774373-163774768	52	47	115	0.4086956
Enhancer__chr6:163775171-163775345	135	25	115	0.2173913
Enhancer__chr6:163775993-163776169	156	99	115	0.8608696
Enhancer__chr6:163776294-163776859	48	90	115	0.7826087
Enhancer__chr6:163776894-163776984	54	80	115	0.6956522
Enhancer__chr6:163784160-163784198	9	78	115	0.6782609
Enhancer__chr6:163814515-163814888	17	60	115	0.5217391
Enhancer__chr6:163817744-163818245	14	55	115	0.4782609
div_lnc__NA__chr6:163834982..163834997,-	112	111	115	0.9652174
div_pc__p7@QKI__chr6:163835167..163835226,+	14	41	115	0.3565217
Enhancer__chr6:163826086-163826393	16	50	115	0.4347826
Enhancer__chr6:163826910-163827186	30	79	115	0.6869565
Enhancer__chr6:163833338-163833600	12	40	115	0.3478261
Enhancer__chr6:164011259-164011546	16	53	115	0.4608696
Enhancer__chr6:164082461-164082621	11	51	115	0.4434783
Enhancer__chr6:164088799-164089067	27	68	115	0.5913044
Enhancer__chr6:164135216-164135461	32	78	115	0.6782609
Enhancer__chr6:164137885-164138154	11	71	115	0.6173913
Enhancer__chr6:164153671-164153711	13	59	115	0.5130435
Enhancer__chr6:164198350-164198619	17	69	115	0.6000000
Enhancer__chr6:164215366-164215430	35	69	115	0.6000000
Enhancer__chr6:164365039-164365367	46	101	115	0.8782609
Enhancer__chr6:164366059-164366250	20	28	115	0.2434783
Enhancer__chr6:164381210-164381383	8	58	115	0.5043478
Enhancer__chr6:164396601-164397000	19	73	115	0.6347826
Enhancer__chr6:164413703-164414020	54	101	115	0.8782609
Enhancer__chr6:164443230-164443419	5	43	115	0.3739130
Enhancer__chr6:164463312-164463618	10	73	115	0.6347826
intergenic__NA__chr6:164506759..164506778,-	21	82	115	0.7130435
Enhancer__chr6:164520797-164520864	23	90	115	0.7826087
Enhancer__chr6:164526889-164526985	12	44	115	0.3826087
intergenic__NA__chr6:164530782..164530783,-	14	61	115	0.5304348
Enhancer__chr6:164535814-164535945	26	83	115	0.7217391
Enhancer__chr6:164572657-164572833	6	51	115	0.4434783
intergenic__NA__chr6:164770268..164770272,-	20	80	115	0.6956522
Enhancer__chr6:164758879-164759308	32	95	115	0.8260869
intergenic__NA__chr6:165241215..165241226,+	16	77	115	0.6695652
Enhancer__chr6:165295473-165295491	18	57	115	0.4956522
Enhancer__chr6:165596464-165596827	15	52	115	0.4521739
protein_coding__p1@C6orf118__chr6:165723088..165723119,-	31	105	115	0.9130435
protein_coding__p2@ENST00000535229,p2@uc003qup.1__chr6:166399960..166399976,-	5	33	115	0.2869565
Enhancer__chr6:166418787-166419137	42	49	115	0.4260870
Enhancer__chr6:166419567-166419719	45	34	115	0.2956522
Enhancer__chr6:166420168-166420416	45	86	115	0.7478261
Enhancer__chr6:166422302-166422862	10	52	115	0.4521739
Enhancer__chr6:166470192-166470586	15	58	115	0.5043478
protein_coding__p12@T__chr6:166582209..166582215,-	21	86	115	0.7478261
intergenic__NA__chr6:166650443..166650448,+	13	57	115	0.4956522
Enhancer__chr6:166672303-166672771	22	77	115	0.6695652
Enhancer__chr6:166673039-166673451	34	71	115	0.6173913
Enhancer__chr6:166689031-166689408	25	50	115	0.4347826
protein_coding__p1@PRR18__chr6:166721873..166721887,-	16	63	115	0.5478261
Enhancer__chr6:166711154-166711571	14	38	115	0.3304348
Enhancer__chr6:166717190-166717503	10	54	115	0.4695652
protein_coding__p1@SFT2D1__chr6:166755995..166756091,-	37	64	115	0.5565217
Enhancer__chr6:166765505-166765751	25	89	115	0.7739130
div_pc__p2@BRP44L__chr6:166796461..166796496,-	40	88	115	0.7652174
div_lnc__p1@BC071615__chr6:166796656..166796686,+	46	43	115	0.3739130
protein_coding__NA__chr6:166944735..166944778,+	2	17	115	0.1478261
protein_coding__NA__chr6:167319935..167319942,-	10	57	115	0.4956522
protein_coding__p1@ENST00000507747__chr6:167369681..167369748,-	100	80	115	0.6956522
protein_coding__NA__chr6:167370665..167370688,-	108	87	115	0.7565218
Enhancer__chr6:167372859-167373027	63	81	115	0.7043478
Enhancer__chr6:167395299-167395692	21	104	115	0.9043478
Enhancer__chr6:167411045-167411413	34	43	115	0.3739130
div_lnc__p1@ENST00000444102__chr6:167412558..167412603,-	62	73	115	0.6347826
div_pc__p1@CCR6,p2@FGFR1OP__chr6:167412797..167412815,+	66	88	115	0.7652174
Enhancer__chr6:167468441-167468774	19	73	115	0.6347826
Enhancer__chr6:167504486-167505103	32	47	115	0.4086956
Enhancer__chr6:167506323-167506574	32	75	115	0.6521739
Enhancer__chr6:167507570-167507764	20	63	115	0.5478261
Enhancer__chr6:167508392-167508748	78	56	115	0.4869565
protein_coding__p3@CCR6__chr6:167525277..167525292,+	4	36	115	0.3130435
protein_coding__NA__chr6:167559872..167559896,+	16	76	115	0.6608695
protein_coding__NA__chr6:167571457..167571481,-	14	71	115	0.6173913
Enhancer__chr6:167633568-167633756	31	61	115	0.5304348
intergenic__NA__chr6:167654964..167654974,-	40	55	115	0.4782609
intergenic__NA__chr6:167655373..167655374,+	56	74	115	0.6434783
Enhancer__chr6:167650169-167650392	18	94	115	0.8173913
protein_coding__p1@UNC93A__chr6:167684651..167684669,+	25	68	115	0.5913044
protein_coding__p1@TTLL2__chr6:167738582..167738608,+	19	72	115	0.6260870
Enhancer__chr6:167834861-167835135	15	53	115	0.4608696
Enhancer__chr6:167854632-167854836	12	52	115	0.4521739
intergenic__NA__chr6:168079950..168079957,-	14	45	115	0.3913043
Enhancer__chr6:168076868-168077090	24	65	115	0.5652174
intergenic__NA__chr6:168085178..168085179,-	25	75	115	0.6521739
Enhancer__chr6:168091312-168091558	18	78	115	0.6782609
Enhancer__chr6:168100191-168100503	24	45	115	0.3913043
protein_coding__NA__chr6:168196201..168196218,+	14	71	115	0.6173913
protein_coding__p1@C6orf123__chr6:168197545..168197554,-	45	87	115	0.7565218
div_lnc__p1@C6orf124__chr6:168227461..168227477,-	36	94	115	0.8173913
div_pc__p1@MLLT4__chr6:168227552..168227609,+	48	104	115	0.9043478
Enhancer__chr6:168216462-168216639	62	60	115	0.5217391
Enhancer__chr6:168375482-168375653	16	63	115	0.5478261
intergenic__NA__chr6:168380480..168380481,-	17	73	115	0.6347826
Enhancer__chr6:168388482-168388509	26	80	115	0.6956522
div_pc__NA__chr6:168397291..168397292,+	54	56	115	0.4869565
div_lnc__p1@KIF25-AS1__chr6:168397758..168397786,-	78	71	115	0.6173913
protein_coding__NA__chr6:168482198..168482237,-	7	49	115	0.4260870
Enhancer__chr6:168493730-168493970	32	75	115	0.6521739
Enhancer__chr6:168533513-168533636	13	50	115	0.4347826
Enhancer__chr6:168558082-168558596	27	77	115	0.6695652
Enhancer__chr6:168579885-168580010	8	62	115	0.5391304
intergenic__NA__chr6:168627277..168627278,-	11	64	115	0.5565217
intergenic__NA__chr6:168630261..168630293,+	17	53	115	0.4608696
intergenic__NA__chr6:168643617..168643618,+	32	97	115	0.8434783
Enhancer__chr6:168682215-168682594	7	45	115	0.3913043
Enhancer__chr6:168689987-168690088	36	75	115	0.6521739
protein_coding__p1@DACT2__chr6:168720382..168720422,-	37	90	115	0.7826087
Enhancer__chr6:168778167-168778509	10	73	115	0.6347826
Enhancer__chr6:168789584-168789819	55	77	115	0.6695652
Enhancer__chr6:168813720-168814071	18	93	115	0.8086957
protein_coding__p1@SMOC2__chr6:168841853..168841874,+	34	89	115	0.7739130
Enhancer__chr6:169080976-169080998	7	47	115	0.4086956
Enhancer__chr6:169260852-169260926	17	57	115	0.4956522
Enhancer__chr6:169278156-169278506	10	37	115	0.3217391
Enhancer__chr6:169308928-169309266	9	60	115	0.5217391
Enhancer__chr6:169314330-169314429	9	38	115	0.3304348
Enhancer__chr6:169316937-169317104	18	80	115	0.6956522
Enhancer__chr6:169325623-169325636	21	68	115	0.5913044
Enhancer__chr6:169343312-169344112	11	64	115	0.5565217
Enhancer__chr6:169356921-169357287	13	59	115	0.5130435
intergenic__p2@ENST00000444586__chr6:169364429..169364450,-	13	68	115	0.5913044
Enhancer__chr6:169361499-169361602	29	75	115	0.6521739
Enhancer__chr6:169368330-169368547	73	83	115	0.7217391
intergenic__NA__chr6:169435703..169435722,-	8	70	115	0.6086956
Enhancer__chr6:169470702-169471012	80	69	115	0.6000000
Enhancer__chr6:169472384-169472934	32	60	115	0.5217391
Enhancer__chr6:169473606-169473776	78	84	115	0.7304348
Enhancer__chr6:169475360-169475647	38	42	115	0.3652174
Enhancer__chr6:169495883-169496177	38	74	115	0.6434783
Enhancer__chr6:169497404-169497715	13	60	115	0.5217391
Enhancer__chr6:169542234-169542607	29	97	115	0.8434783
Enhancer__chr6:169546204-169546599	21	93	115	0.8086957
Enhancer__chr6:169556642-169556776	7	58	115	0.5043478
intergenic__p4@ENST00000439703__chr6:169563013..169563043,-	34	94	115	0.8173913
Enhancer__chr6:169568038-169568505	52	75	115	0.6521739
Enhancer__chr6:169569548-169569688	26	86	115	0.7478261
Enhancer__chr6:169572627-169572772	38	58	115	0.5043478
Enhancer__chr6:169573934-169574190	14	69	115	0.6000000
intergenic__p1@uc011egv.1__chr6:169582924..169582941,-	15	75	115	0.6521739
Enhancer__chr6:169586350-169586754	6	28	115	0.2434783
Enhancer__chr6:169588480-169588865	59	82	115	0.7130435
intergenic__NA__chr6:169613276..169613297,+	24	96	115	0.8347826
protein_coding__NA__chr6:169654280..169654281,-	2	11	115	0.0956522
Enhancer__chr6:169669487-169669656	25	70	115	0.6086956
intergenic__NA__chr6:169688804..169688816,-	45	54	115	0.4695652
Enhancer__chr6:169690222-169690462	17	62	115	0.5391304
intergenic__NA__chr6:169788477..169788484,-	5	48	115	0.4173913
intergenic__NA__chr6:169827902..169827903,-	10	53	115	0.4608696
Enhancer__chr6:169827902-169828288	12	25	115	0.2173913
protein_coding__p1@WDR27__chr6:170102082..170102192,-	108	92	115	0.8000000
protein_coding__p1@C6orf120__chr6:170102210..170102275,+	148	88	115	0.7652174
protein_coding__p2@PHF10__chr6:170124065..170124110,-	122	111	115	0.9652174
intergenic__NA__chr6:170125554..170125597,+	90	62	115	0.5391304
intergenic__NA__chr6:170126000..170126020,-	93	82	115	0.7130435
protein_coding__p1@TCTE3__chr6:170151603..170151713,-	134	96	115	0.8347826
protein_coding__p1@C6orf70__chr6:170151708..170151762,+	114	96	115	0.8347826
intergenic__p2@C6orf208__chr6:170190446..170190475,+	18	75	115	0.6521739
intergenic__NA__chr6:170199629..170199664,-	16	97	115	0.8434783
Enhancer__chr6:170203615-170204008	3	23	115	0.2000000
Enhancer__chr6:170208297-170208700	30	84	115	0.7304348
Enhancer__chr6:170334610-170334982	20	43	115	0.3739130
Enhancer__chr6:170338493-170338711	23	92	115	0.8000000
Enhancer__chr6:170352210-170352516	10	51	115	0.4434783
Enhancer__chr6:170358465-170358648	10	46	115	0.4000000
Enhancer__chr6:170361995-170362544	60	75	115	0.6521739
Enhancer__chr6:170362967-170363366	21	23	115	0.2000000
Enhancer__chr6:170363631-170364652	90	74	115	0.6434783
Enhancer__chr6:170364764-170365251	21	83	115	0.7217391
Enhancer__chr6:170403251-170403438	34	60	115	0.5217391
Enhancer__chr6:170404880-170405014	24	83	115	0.7217391
Enhancer__chr6:170412106-170412415	18	69	115	0.6000000
Enhancer__chr6:170449336-170449548	15	66	115	0.5739130
Enhancer__chr6:170452843-170452974	14	51	115	0.4434783
Enhancer__chr6:170461603-170461884	27	41	115	0.3565217
Enhancer__chr6:170461964-170462067	54	76	115	0.6608695
Enhancer__chr6:170463024-170463652	26	74	115	0.6434783
Enhancer__chr6:170467648-170467815	34	45	115	0.3913043
Enhancer__chr6:170468202-170468424	88	87	115	0.7565218
intergenic__NA__chr6:170477748..170477749,+	35	60	115	0.5217391
Enhancer__chr6:170482866-170483129	20	56	115	0.4869565
Enhancer__chr6:170491997-170492052	76	68	115	0.5913044
Enhancer__chr6:170492436-170492647	84	100	115	0.8695652
Enhancer__chr6:170501868-170502090	16	58	115	0.5043478
intergenic__p2@LOC154449__chr6:170571770..170571782,-	18	92	115	0.8000000
intergenic__NA__chr6:170581217..170581236,+	20	81	115	0.7043478
Enhancer__chr6:170577975-170578174	21	72	115	0.6260870
Enhancer__chr6:170589556-170589600	25	57	115	0.4956522
protein_coding__NA__chr6:170599954..170599984,+	24	55	115	0.4782609
protein_coding__p1@DLL1__chr6:170600013..170600017,-	58	79	115	0.6869565
antisense__NA__chr6:170607199..170607206,-	5	39	115	0.3391304
Enhancer__chr6:170743671-170744013	4	25	115	0.2173913
Enhancer__chr6:170753168-170753555	22	83	115	0.7217391
Enhancer__chr6:170773633-170773746	39	58	115	0.5043478
Enhancer__chr6:170838453-170838652	15	63	115	0.5478261
protein_coding__p1@PSMB1__chr6:170862322..170862415,-	62	78	115	0.6782609
protein_coding__p1@TBP__chr6:170863423..170863484,+	64	92	115	0.8000000
protein_coding__p2@PDCD2__chr6:170893742..170893754,-	20	79	115	0.6869565
protein_coding__p1@MUC17__chr7:100663354..100663373,+	21	88	115	0.7652174
Enhancer__chr7:47185619-47185934	21	37	115	0.3217391
antisense__NA__chr7:1114175..1114176,+	28	71	115	0.6173913
intergenic__NA__chr7:23937014..23937015,-	6	51	115	0.4434783
Enhancer__chr7:41926602-41926763	42	53	115	0.4608696
protein_coding__p1@POLM__chr7:44122064..44122135,-	40	101	115	0.8782609
div_pc__p2@PURB__chr7:44924939..44924993,-	86	82	115	0.7130435
Enhancer__chr7:47644474-47644665	10	13	115	0.1130435
protein_coding__p1@GTF2I__chr7:74072021..74072119,+	28	85	115	0.7391304
Enhancer__chr7:77103076-77103183	25	94	115	0.8173913
Enhancer__chr7:81116888-81117288	22	50	115	0.4347826
antisense__p2@ENST00000412669__chr7:90226625..90226639,-	8	46	115	0.4000000
protein_coding__p1@AKAP9__chr7:91570165..91570197,+	45	98	115	0.8521739
protein_coding__p2@ZNF3__chr7:99680193..99680204,-	17	73	115	0.6347826
antisense__p1@ENST00000412754__chr7:100450215..100450268,-	41	57	115	0.4956522
Enhancer__chr7:139919307-139919330	19	108	115	0.9391304
Enhancer__chr7:144539515-144539760	42	52	115	0.4521739
Enhancer__chr7:155074428-155074660	11	56	115	0.4869565
intergenic__NA__chr7:76997..77015,+	34	115	115	1.0000000
Enhancer__chr7:89354-89662	129	79	115	0.6869565
Enhancer__chr7:90161-90450	69	75	115	0.6521739
Enhancer__chr7:90518-90816	14	41	115	0.3565217
Enhancer__chr7:113076-113191	23	62	115	0.5391304
Enhancer__chr7:115581-115835	48	87	115	0.7565218
Enhancer__chr7:119028-119765	23	104	115	0.9043478
Enhancer__chr7:129626-129879	14	89	115	0.7739130
intergenic__NA__chr7:149428..149470,-	24	59	115	0.5130435
intergenic__NA__chr7:149594..149640,+	48	75	115	0.6521739
intergenic__NA__chr7:164958..164967,-	36	109	115	0.9478261
intergenic__NA__chr7:174906..174909,+	13	90	115	0.7826087
Enhancer__chr7:171572-171794	37	75	115	0.6521739
protein_coding__p1@FAM20C__chr7:192561..192579,+	40	85	115	0.7391304
antisense__p1@ENST00000467050__chr7:194355..194359,-	26	67	115	0.5826087
Enhancer__chr7:191531-191871	28	61	115	0.5304348
protein_coding__NA__chr7:229556..229562,-	13	54	115	0.4695652
protein_coding__NA__chr7:302732..302740,+	17	71	115	0.6173913
intergenic__p1@ENST00000510017__chr7:331201..331213,+	23	88	115	0.7652174
Enhancer__chr7:373094-373351	32	87	115	0.7565218
Enhancer__chr7:377359-377570	34	90	115	0.7826087
Enhancer__chr7:387969-388196	47	59	115	0.5130435
Enhancer__chr7:391299-391474	19	77	115	0.6695652
Enhancer__chr7:409137-409513	46	111	115	0.9652174
intergenic__NA__chr7:419383..419400,+	37	89	115	0.7739130
Enhancer__chr7:416236-416525	27	80	115	0.6956522
Enhancer__chr7:442011-442156	14	63	115	0.5478261
Enhancer__chr7:475920-475996	23	80	115	0.6956522
Enhancer__chr7:508552-508748	50	77	115	0.6695652
Enhancer__chr7:508827-509102	70	69	115	0.6000000
intergenic__NA__chr7:535827..535829,-	13	71	115	0.6173913
Enhancer__chr7:525455-525590	38	84	115	0.7304348
div_lnc__NA__chr7:559574..559617,+	204	81	115	0.7043478
div_pc__NA__chr7:559877..559896,-	48	68	115	0.5913044
Enhancer__chr7:577876-578141	92	106	115	0.9217391
Enhancer__chr7:579426-579712	18	88	115	0.7652174
antisense__NA__chr7:601543..601551,+	19	65	115	0.5652174
antisense__p@chr7:643123..643163,+__chr7:643123..643163,+	18	92	115	0.8000000
protein_coding__p1@HEATR2__chr7:766320..766358,+	67	71	115	0.6173913
