unique_id	wt_id	SNP	rna_1_wt_med	rna_2_wt_med	rna_3_wt_med	rna_4_wt_med	combined_wt_med	rna_1_snp_med	rna_2_snp_med	rna_3_snp_med	rna_4_snp_med	combined_snp_med	rna_1_l2fc	rna_2_l2fc	rna_3_l2fc	rna_4_l2fc	combined_l2fc	rna_1_pval	rna_2_pval	rna_3_pval	rna_4_pval	combined_pval	rna_1_padj	rna_2_padj	rna_3_padj	rna_4_padj	combined_padj	rna_1_sig	rna_2_sig	rna_3_sig	rna_4_sig	combined_sig
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr20:48887185..48887299,-__2084.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr20:48887185..48887299,-__2084.1.0.0	rs17196752	-1.4888208983549545	-1.612930899240512	-1.264227753741424	-2.8632236306228167	-1.8073007954899267	-2.5256974555545497	-1.1680614840089671	-1.3456228893103397	-1.3425710109897724	-1.5954882099659071	-1.0368765571995953	0.4448694152315449	-0.08139513556891576	1.5206526196330443	0.21181258552401955	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr20:52201599..52201713,-__2085.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr20:52201599..52201713,-__2085.1.0.0	rs2741374	-1.056491452883408	-2.6303374454029704	-1.7432921398983774	0.2632122176462042	-1.2917272051346378	-2.8616807827642106	-1.0388622768066371	-2.340797866716026	-2.7029533206521155	-2.2360735617347474	-1.8051893298808026	1.5914751685963333	-0.5975057268176485	-2.96616553829832	-0.9443463566001093	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr22:24256203..24256317,-__2089.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr22:24256203..24256317,-__2089.1.0.0	rs78056593	1.8033748352297916	3.396830483426245	3.888531971820526	3.013057459159482	3.025448687409011	1.0445766911993033	2.4206100398405743	3.215685478900897	2.2494456146922035	2.232579456158245	-0.7587981440304883	-0.9762204435856705	-0.672846492919629	-0.7636118444672784	-0.7928692312507666	0.0565651674203	0.00160288548718	3.86391628509e-05	0.00183882744533	6.19005077722e-09	1	0.921659155127	0.0257723216215	1	4.14733402074e-06	not sig	not sig	sig	not sig	sig
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr3:152878293..152878407,-__2091.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr3:152878293..152878407,-__2091.1.0.0	rs192987417	-2.6409643839938832	-2.151954641404485	-1.893242550228462	-1.3425710109897724	-2.0071831466541505	-2.681081047982417	-2.36954028168727	-2.0698653865600534	-1.8810441211914928	-2.2503827093553084	-0.04011666398853375	-0.21758564028278515	-0.17662283633159137	-0.5384731102017204	-0.24319956270115767	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr3:171858429..171858543,-__2093.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr3:171858429..171858543,-__2093.1.0.0	rs6445040	-2.7674887082980595	-3.1757656127064986	-2.453271507358079	-3.286328361064589	-2.9207135473568067	-2.6550342389399857	-3.1792100327313624	-3.3058938105218534	-2.9134616039846657	-3.013399921544467	0.1124544693580738	-0.0034444200248637813	-0.8526223031637743	0.37286675707992334	-0.09268637418766024	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr6:143247973..143248087,-__2105.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr6:143247973..143248087,-__2105.1.0.0	rs117695610	-1.6966873194116543	0.5880610660700847	0.6857825306767713	-0.48459185319502146	-0.22685889396495496	-2.061354502797713	-0.09269623014956074	-0.023760653873119264	-1.5528986074315148	-0.932677498562977	-0.36466718338605864	-0.6807572962196454	-0.7095431845498905	-1.0683067542364932	-0.7058186045980219	NA__no_active_tile	0.0856734395523	0.0507398712534	0.0678362651725	0.00470544678057	NA__no_active_tile	1	1	1	1	NA__too_many_rep_NAs	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr6:143247973..143248087,-__2105.1.2.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr6:143247973..143248087,-__2105.1.0.0	rs7772306	-1.6966873194116543	0.5880610660700847	0.6857825306767713	-0.48459185319502146	-0.22685889396495496	-1.3080305328595263	-0.017984598256829992	0.32102067017953306	-0.7751356383985296	-0.44503252483383826	0.388656786552128	-0.6060456643269146	-0.36476186049723824	-0.29054378520350815	-0.21817363086888325	0.288805731951	0.320413072024	0.125844655769	0.572794651112	0.160332657084	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_PLUS_HAPLO__Enhancer.noflip.NA__chr6:143247973..143248087,-__2105.1.2.1	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr6:143247973..143248087,-__2105.1.0.0	rs117695610,rs7772306	-1.6966873194116543	0.5880610660700847	0.6857825306767713	-0.48459185319502146	-0.22685889396495496	-1.5291915142459116	-0.7062591432128971	0.003919527740210288	-1.2739549981143423	-0.876371531958235	0.1674958051657427	-1.2943202092829817	-0.681863002936561	-0.7893631449193208	-0.6495126379932802	NA__no_active_tile	0.0583274625199	0.00695778717972	0.0374147936077	0.000397751513988	NA__no_active_tile	1	1	1	0.0743795331158	NA__too_many_rep_NAs	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr7:151541671..151541785,-__2113.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr7:151541671..151541785,-__2113.1.0.0	rs60002611	-2.854589688229022	-2.3784848761559947	-1.7456120553473746	-2.7564326338319236	-2.433779813391079	-3.3412159494127778	-2.5744373009942114	-2.7155210343758003	-1.6409728811204525	-2.5680367914758104	-0.48662626118375574	-0.19595242483821673	-0.9699089790284257	1.1154597527114711	-0.13425697808473175	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__Enhancer.noflip.NA__chr7:151541671..151541785,-__2113.1.1.1	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr7:151541671..151541785,-__2113.1.0.0	rs60002611,rs56797687	-2.854589688229022	-2.3784848761559947	-1.7456120553473746	-2.7564326338319236	-2.433779813391079	-3.664162228287134	-2.5849896688600835	-3.6264378682326064	-2.413023615562254	-3.0721533452355194	-0.8095725400581117	-0.20650479270408884	-1.8808258128852318	0.34340901826966963	-0.6383735318444407	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr8:134911741..134911855,-__2115.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr8:134911741..134911855,-__2115.1.0.0	rs12681880	-3.5844509018766915	-2.8279429864225714	-2.9413981556658344	-2.965411805600678	-3.0798009623914435	-3.2336795202433497	-2.5613312747390893	-2.2673007313202884	-2.3546688553419077	-2.6042450954111587	0.35077138163334176	0.2666117116834821	0.674097424345546	0.6107429502587705	0.47555586698028507	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chrX:23971400..23971514,-__2122.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chrX:23971400..23971514,-__2122.1.0.0	rs2023680	-1.2582518241480558	-1.687206999768088	-1.850322781221008	-2.2848308523476684	-1.770153114371205	-4.144876536247609	-1.7578734913518774	-1.3284837504338414	-2.1909340690161163	-2.355541961762361	-2.886624712099553	-0.07066649158378935	0.5218390307871665	0.09389678333155205	-0.5853888473911559	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.flip.sense__chr1:203259616..203259730,-__2125.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:203259616..203259730,-__2125.1.0.0	rs139025601	-1.20860156559458	-1.1343075876950302	-0.8331474808104435	-0.8967815351023842	-1.0182095423006094	-0.03228172096685292	-1.4910203005137517	-1.0179345003873979	-0.04774475601235288	-0.6472453194700889	1.1763198446277272	-0.3567127128187215	-0.18478701957695431	0.8490367790900314	0.37096422283052066	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.flip.sense__chr1:203259616..203259730,-__2125.1.2.0	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:203259616..203259730,-__2125.1.0.0	rs12095315	-1.20860156559458	-1.1343075876950302	-0.8331474808104435	-0.8967815351023842	-1.0182095423006094	-1.7193585866908367	-0.8421060736349828	-1.7981395132831797	-2.228113952391853	-1.646929531500213	-0.5107570210962566	0.29220151406004735	-0.9649920324727361	-1.3313324172894687	-0.6287199891996036	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__Enhancer.flip.sense__chr1:203259616..203259730,-__2125.1.2.1	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:203259616..203259730,-__2125.1.0.0	rs139025601,rs12095315	-1.20860156559458	-1.1343075876950302	-0.8331474808104435	-0.8967815351023842	-1.0182095423006094	-0.805190691780239	-0.7353129020983269	0.6911126086628909	-0.8216304577424055	-0.41775536073952013	0.40341087381434104	0.39899468559670326	1.5242600894733345	0.07515107735997872	0.6004541815610894	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.flip.sense__chr1:209601309..209601423,-__2126.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:209601309..209601423,-__2126.1.0.0	rs78638208	-2.0324994240504335	-0.6166132297849574	0.30632950753733357	-1.0968100730050523	-0.8598983048257773	-1.8562590479089456	-0.5695003739377484	-0.4599250137243995	-1.0737193659317483	-0.9898509503757105	0.1762403761414879	0.04711285584720892	-0.7662545212617331	0.023090707073303962	-0.12995264554993308	NA__not_enough_barcodes	0.914457985151	0.113101776132	NA__not_enough_barcodes	0.544627718261	NA__not_enough_barcodes	1	1	NA__not_enough_barcodes	1	NA__too_many_rep_NAs	not sig	not sig	NA__too_many_rep_NAs	not sig
WILDTYPE_SNP_INDIV__Enhancer.flip.sense__chr1:209601309..209601423,-__2126.1.2.0	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:209601309..209601423,-__2126.1.0.0	rs71636118	-2.0324994240504335	-0.6166132297849574	0.30632950753733357	-1.0968100730050523	-0.8598983048257773	-1.1881096692657682	-0.7302378045386605	-0.00784549390495791	-1.563887451645828	-0.8725201048388037	0.8443897547846653	-0.11362457475370313	-0.3141750014422915	-0.4670773786407758	-0.01262180001302629	NA__not_enough_barcodes	1.0	0.76769033028	NA__no_active_tile	1.0	NA__not_enough_barcodes	1	1	NA__no_active_tile	1	NA__too_many_rep_NAs	not sig	not sig	NA__too_many_rep_NAs	not sig
WILDTYPE_SNP_PLUS_HAPLO__Enhancer.flip.sense__chr1:209601309..209601423,-__2126.1.2.1	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:209601309..209601423,-__2126.1.0.0	rs78638208,rs71636118	-2.0324994240504335	-0.6166132297849574	0.30632950753733357	-1.0968100730050523	-0.8598983048257773	-2.8699698848787065	-1.1393989395748467	-1.4099498408805418	-1.3110027788030771	-1.6825803610342929	-0.837470460828273	-0.5227857097898894	-1.7162793484178753	-0.21419270579802485	-0.8226820562085158	NA__not_enough_barcodes	NA__not_enough_barcodes	0.0741297894045	NA__not_enough_barcodes	0.0741297894045	NA__not_enough_barcodes	NA__not_enough_barcodes	1	NA__not_enough_barcodes	1	NA__too_many_rep_NAs	NA__too_many_rep_NAs	not sig	NA__too_many_rep_NAs	not sig
WILDTYPE_SNP_INDIV__Enhancer.flip.sense__chr1:33446867..33446981,-__2132.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:33446867..33446981,-__2132.1.0.0	rs10798922	0.5166303582498499	2.28396565564534	2.7986391300665336	1.7134089265490209	1.8281610176276861	0.4360097891008772	2.059754738932811	2.947090627378013	1.6322090916223093	1.7687660617585026	-0.08062056914897275	-0.22421091671252924	0.14845149731147922	-0.08119983492671157	-0.059394955869183585	0.313917214294	0.619326784864	0.8931878581	0.87199428352	0.8641667875	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Enhancer.flip.sense__chr1:33446867..33446981,-__2132.1.2.0	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:33446867..33446981,-__2132.1.0.0	rs10914634	0.5166303582498499	2.28396565564534	2.7986391300665336	1.7134089265490209	1.8281610176276861	1.144932435336561	2.285658565560819	3.0138976309466683	1.9015468065830088	2.0865088596067642	0.6283020770867112	0.0016929099154787686	0.21525850088013465	0.1881378800339879	0.2583478419790781	0.206893929435	0.119339994516	0.696989544957	0.197395731844	0.121934916398	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_PLUS_HAPLO__Enhancer.flip.sense__chr1:33446867..33446981,-__2132.1.2.1	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:33446867..33446981,-__2132.1.0.0	rs10798922,rs10914634	0.5166303582498499	2.28396565564534	2.7986391300665336	1.7134089265490209	1.8281610176276861	1.1333687621237036	2.7698103571867345	3.538932102518372	2.363233806874017	2.451336257175707	0.6167384038738537	0.4858447015413945	0.7402929724518383	0.6498248803249962	0.6231752395480207	0.224300750114	0.00183882744533	0.0168468410067	0.0168468410067	3.8287389402e-05	1	0.283179426581	1	1	0.00715974181817	not sig	not sig	not sig	not sig	sig
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr1:47800396..47800510,-__2134.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr1:47800396..47800510,-__2134.1.0.0	rs116403805	-1.9481898788107763	-2.4035151555523315	-0.8096698748501292	-1.3838390282473454	-1.6363034843651456	-3.3763016421321423	-2.0560937593212816	-1.0405451894569473	-2.649218075287851	-2.280539666549555	-1.428111763321366	0.34742139623104995	-0.2308753146068181	-1.2653790470405055	-0.6442361821844099	NA__not_enough_barcodes	NA__not_enough_barcodes	0.591203856829	NA__not_enough_barcodes	0.591203856829	NA__not_enough_barcodes	NA__not_enough_barcodes	1	NA__not_enough_barcodes	1	NA__too_many_rep_NAs	NA__too_many_rep_NAs	not sig	NA__too_many_rep_NAs	not sig
WILDTYPE_SNP_INDIV__Enhancer.flip.sense__chr10:30782567..30782681,-__2137.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr10:30782567..30782681,-__2137.1.0.0	rs11008068	-3.206432160670362	-1.5198860184209926	-1.5557417114797545	-2.3348749969162785	-2.154233721871847	-2.648092089062142	-1.6597122610954926	-2.3230317553876985	-3.324584233957377	-2.4888550848756776	0.5583400716082196	-0.13982624267450006	-0.767290043907944	-0.9897092370410983	-0.33462136300383066	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.flip.sense__chr11:109957771..109957885,-__2143.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr11:109957771..109957885,-__2143.1.0.0	rs10891052	-3.111019515972279	-1.165826034724208	-2.6675835190653827	-2.1918479595954614	-2.284069257339333	-2.665971986324441	-2.3934780898686	-1.585029854781471	-2.477376430233912	-2.280464090302106	0.4450475296478378	-1.2276520551443921	1.0825536642839118	-0.28552847063845066	0.0036051670372266864	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.flip.sense__chr12:121714905..121715019,-__2146.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr12:121714905..121715019,-__2146.1.0.0	rs1612131	-1.6720425180013965	-0.9992237575937303	-1.3921140303021162	-2.33989090210766	-1.6008178020012258	-0.9712906788838256	-1.8954113688658412	-1.4373686338794645	-1.871450791581146	-1.5438803683025693	0.7007518391175709	-0.8961876112721109	-0.04525460357734823	0.46844011052651413	0.056937433698656476	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.flip.sense__chr12:121714905..121715019,-__2146.1.2.0	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr12:121714905..121715019,-__2146.1.0.0	rs11615578	-1.6720425180013965	-0.9992237575937303	-1.3921140303021162	-2.33989090210766	-1.6008178020012258	-2.4729812757683622	-2.2128044858678115	-3.4432184694639147	-2.4606187959763743	-2.647405756769116	-0.8009387577669658	-1.2135807282740814	-2.0511044391617985	-0.12072789386871419	-1.0465879547678902	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__Enhancer.flip.sense__chr12:121714905..121715019,-__2146.1.2.1	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr12:121714905..121715019,-__2146.1.0.0	rs1612131,rs11615578	-1.6720425180013965	-0.9992237575937303	-1.3921140303021162	-2.33989090210766	-1.6008178020012258	-1.4973707554729216	-2.5852059937216607	-1.776837717695133	-1.9664740619601027	-1.9564721322124545	0.17467176252847483	-1.5859822361279305	-0.3847236873930169	0.3734168401475575	-0.3556543302112288	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr12:124907699..124907813,-__2147.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:124907699..124907813,-__2147.1.0.0	rs150305452	-2.9873822969268446	-2.1150032614791754	-1.6991249765986889	-2.7211301957701	-2.3806601826937026	-2.1214069368780546	-1.265072212845712	-0.18955843760621632	-0.8255065515403086	-1.100386034717573	0.86597536004879	0.8499310486334635	1.5095665389924726	1.8956236442297916	1.2802741479761295	NA__not_enough_barcodes	NA__no_active_tile	0.000288590960955	NA__not_enough_barcodes	0.000288590960955	NA__not_enough_barcodes	NA__no_active_tile	0.192490170957	NA__not_enough_barcodes	0.19335594384	NA__too_many_rep_NAs	NA__too_many_rep_NAs	not sig	NA__too_many_rep_NAs	not sig
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr12:24673490..24673604,-__2148.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:24673490..24673604,-__2148.1.0.0	rs12322912	-1.4246261558124518	-2.479546104336504	-3.162271196062711	-1.8468493177488972	-2.228323193490141	-1.6746655679584612	-0.9363065392776444	-0.7533705592131061	-1.6333400450360385	-1.2494206778713126	-0.25003941214600944	1.5432395650588595	2.408900636849605	0.2135092727128587	0.9789025156188285	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.flip.sense__chr13:70523521..70523635,-__2152.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr13:70523521..70523635,-__2152.1.0.0	rs142219449	-2.1303724531487074	-1.6327358115269266	-2.917916734877534	-1.9487225398907677	-2.157436884860984	-2.3258658199015443	-1.7899656780683373	-1.333582488285852	-0.71576029932076	-1.5412935713941232	-0.1954933667528369	-0.1572298665414107	1.5843342465916819	1.2329622405700076	0.6161433134668605	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.flip.sense__chr13:70523521..70523635,-__2152.1.2.0	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr13:70523521..70523635,-__2152.1.0.0	rs150616481	-2.1303724531487074	-1.6327358115269266	-2.917916734877534	-1.9487225398907677	-2.157436884860984	-2.8680731294037227	-1.6806881416066852	-1.9522185346925496	-2.323627605656005	-2.206151852839741	-0.7377006762550153	-0.04795233007975863	0.9656982001849843	-0.3749050657652373	-0.04871496797875674	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.flip.sense__chr13:70523521..70523635,-__2152.1.3.0	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr13:70523521..70523635,-__2152.1.0.0	rs140672984	-2.1303724531487074	-1.6327358115269266	-2.917916734877534	-1.9487225398907677	-2.157436884860984	-2.6044503301234494	-1.8899097692459224	-2.3892133642173268	-3.5245741770956647	-2.6020369101705905	-0.474077876974742	-0.25717395771899576	0.5287033706602071	-1.575851637204897	-0.4446000253096069	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
