oligo_reg	TSS_id	selected	PromType2
chr18:3595535..3595649,-	chr18:3595569..3595570,-	eRNA.expmatch	Enhancer
chr18:3595543..3595657,+	chr18:3595622..3595623,+	eRNA.expmatch	Enhancer
chr4:122611996..122612110,-	chr4:122612030..122612031,-	eRNA.expmatch	Enhancer
chr4:122611996..122612110,+	chr4:122612030..122612031,-	eRNA.expmatch	Enhancer
chr22:31631071..31631185,+	chr22:31631105..31631106,-	eRNA.expmatch	Enhancer
chr18:45688040..45688154,+	chr18:45688074..45688075,-	eRNA.random	Enhancer
chr1:21651289..21651403,-	chr1:21651323..21651324,-	eRNA.random	Enhancer
chr1:21651297..21651411,+	chr1:21651376..21651377,+	eRNA.random	Enhancer
chr12:10337187..10337301,-	chr12:10337221..10337222,-	eRNA.random	Enhancer
chr5:135309144..135309258,+	chr5:135309178..135309179,-	eRNA.expmatch	Enhancer
chr5:135309235..135309349,-	chr5:135309314..135309315,+	eRNA.expmatch	Enhancer
chr1:22233479..22233593,+	chr1:22233558..22233559,+	eRNA.random	Enhancer
chr18:72695302..72695416,-	chr18:72695336..72695337,-	eRNA.expmatch	Enhancer
chr18:72695351..72695465,+	chr18:72695430..72695431,+	eRNA.expmatch	Enhancer
chr1:2231986..2232100,+	chr1:2232065..2232066,+	eRNA.random	Enhancer
chr1:2231992..2232106,-	chr1:2232026..2232027,-	eRNA.random	Enhancer
chr17:25416486..25416600,+	chr17:25416565..25416566,+	eRNA.expmatch	Enhancer
chr10:70805370..70805484,+	chr10:70805449..70805450,+	eRNA.random	Enhancer
chr1:223914381..223914495,-	chr1:223914415..223914416,-	eRNA.random	Enhancer
chr1:223914550..223914664,+	chr1:223914629..223914630,+	eRNA.random	Enhancer
chr1:224180275..224180389,-	chr1:224180309..224180310,-	eRNA.highlyexp	Enhancer
chr1:224180311..224180425,+	chr1:224180390..224180391,+	eRNA.highlyexp	Enhancer
chr1:228962833..228962947,+	chr1:228962912..228962913,+	eRNA.gwas	Enhancer
chr1:228962862..228962976,-	chr1:228962896..228962897,-	eRNA.gwas	Enhancer
chr11:46264917..46265031,-	chr11:46264951..46264952,-	eRNA.expmatch	Enhancer
chr11:46264917..46265031,+	chr11:46264951..46264952,-	eRNA.expmatch	Enhancer
chr11:46264986..46265100,-	chr11:46265065..46265066,+	eRNA.expmatch	Enhancer
chr11:46264986..46265100,+	chr11:46265065..46265066,+	eRNA.expmatch	Enhancer
chr14:62070572..62070686,-	chr14:62070606..62070607,-	eRNA.expmatch	Enhancer
chr14:62070715..62070829,+	chr14:62070794..62070795,+	eRNA.expmatch	Enhancer
chr19:16189775..16189889,+	chr19:16189854..16189855,+	eRNA.expmatch	Enhancer
chr19:16189780..16189894,-	chr19:16189814..16189815,-	eRNA.expmatch	Enhancer
chr19:16189780..16189894,+	chr19:16189814..16189815,-	eRNA.expmatch	Enhancer
chr12:121714905..121715019,+	chr12:121714939..121714940,-	eRNA.expmatch	Enhancer
chr1:232765872..232765986,-	chr1:232765906..232765907,-	eRNA.expmatch	Enhancer
chr1:232765872..232765986,+	chr1:232765906..232765907,-	eRNA.expmatch	Enhancer
chr1:232765927..232766041,-	chr1:232766006..232766007,+	eRNA.expmatch	Enhancer
chr1:232765927..232766041,+	chr1:232766006..232766007,+	eRNA.expmatch	Enhancer
chr14:71865862..71865976,-	chr14:71865896..71865897,-	eRNA.expmatch	Enhancer
chr14:71865862..71865976,+	chr14:71865896..71865897,-	eRNA.expmatch	Enhancer
chr11:61740207..61740321,-	chr11:61740241..61740242,-	eRNA.highlyexp	Enhancer
chr11:61740281..61740395,+	chr11:61740360..61740361,+	eRNA.highlyexp	Enhancer
chr19:2627596..2627710,-	chr19:2627630..2627631,-	eRNA.random	Enhancer
chr6:32577663..32577777,-	chr6:32577697..32577698,-	eRNA.gwas	Enhancer
chr1:236080869..236080983,-	chr1:236080948..236080949,+	eRNA.expmatch	Enhancer
chr1:236080869..236080983,+	chr1:236080948..236080949,+	eRNA.expmatch	Enhancer
chr1:236080882..236080996,-	chr1:236080916..236080917,-	eRNA.expmatch	Enhancer
chr1:236080882..236080996,+	chr1:236080916..236080917,-	eRNA.expmatch	Enhancer
chr6:3403715..3403829,+	chr6:3403794..3403795,+	eRNA.random	Enhancer
chr14:75741656..75741770,-	chr14:75741690..75741691,-	eRNA.gwas	Enhancer
chr14:75741690..75741804,+	chr14:75741769..75741770,+	eRNA.gwas	Enhancer
chr16:2918201..2918315,-	chr16:2918235..2918236,-	eRNA.random	Enhancer
chr12:25539117..25539231,-	chr12:25539151..25539152,-	eRNA.expmatch	Enhancer
chr12:25539117..25539231,+	chr12:25539151..25539152,-	eRNA.expmatch	Enhancer
chr12:25539182..25539296,-	chr12:25539261..25539262,+	eRNA.expmatch	Enhancer
chr1:2478387..2478501,-	chr1:2478421..2478422,-	eRNA.gwas	Enhancer
chr1:2478447..2478561,+	chr1:2478526..2478527,+	eRNA.gwas	Enhancer
chr9:132176104..132176218,+	chr9:132176183..132176184,+	eRNA.highlyexp	Enhancer
chr1:25051083..25051197,-	chr1:25051117..25051118,-	eRNA.gwas	Enhancer
chr1:25051126..25051240,+	chr1:25051205..25051206,+	eRNA.gwas	Enhancer
chr1:2509790..2509904,-	chr1:2509869..2509870,+	eRNA.expmatch	Enhancer
chr1:2509790..2509904,+	chr1:2509869..2509870,+	eRNA.expmatch	Enhancer
chr1:2509806..2509920,-	chr1:2509840..2509841,-	eRNA.expmatch	Enhancer
chr1:2509806..2509920,+	chr1:2509840..2509841,-	eRNA.expmatch	Enhancer
chr16:3200525..3200639,+	chr16:3200604..3200605,+	eRNA.random	Enhancer
chr16:3200555..3200669,-	chr16:3200589..3200590,-	eRNA.random	Enhancer
chr10:121030597..121030711,-	chr10:121030631..121030632,-	eRNA.random	Enhancer
chr10:121030665..121030779,+	chr10:121030744..121030745,+	eRNA.random	Enhancer
chr2:208176235..208176349,-	chr2:208176269..208176270,-	eRNA.random	Enhancer
chr1:26678237..26678351,+	chr1:26678316..26678317,+	eRNA.random	Enhancer
chr1:26827439..26827553,-	chr1:26827518..26827519,+	eRNA.expmatch	Enhancer
chr1:26827439..26827553,+	chr1:26827518..26827519,+	eRNA.expmatch	Enhancer
chr1:26827462..26827576,-	chr1:26827496..26827497,-	eRNA.expmatch	Enhancer
chr1:26827462..26827576,+	chr1:26827496..26827497,-	eRNA.expmatch	Enhancer
chr11:65265021..65265135,-	chr11:65265055..65265056,-	eRNA.highlyexp	Enhancer
chr15:101741631..101741745,-	chr15:101741665..101741666,-	eRNA.random	Enhancer
chr15:101741761..101741875,+	chr15:101741840..101741841,+	eRNA.random	Enhancer
chr21:45132265..45132379,+	chr21:45132344..45132345,+	eRNA.random	Enhancer
chr6:86114550..86114664,-	chr6:86114584..86114585,-	eRNA.gwas	Enhancer
chr21:45616226..45616340,+	chr21:45616305..45616306,+	eRNA.gwas	Enhancer
chr21:45616235..45616349,-	chr21:45616269..45616270,-	eRNA.gwas	Enhancer
chr19:52239514..52239628,-	chr19:52239548..52239549,-	eRNA.random	Enhancer
chr19:52239518..52239632,+	chr19:52239597..52239598,+	eRNA.random	Enhancer
chr1:33446867..33446981,-	chr1:33446901..33446902,-	eRNA.expmatch	Enhancer
chr1:33446867..33446981,+	chr1:33446901..33446902,-	eRNA.expmatch	Enhancer
chr1:33446918..33447032,-	chr1:33446997..33446998,+	eRNA.expmatch	Enhancer
chr1:33446918..33447032,+	chr1:33446997..33446998,+	eRNA.expmatch	Enhancer
chr4:69813853..69813967,-	chr4:69813887..69813888,-	eRNA.random	Enhancer
chr12:52542390..52542504,-	chr12:52542424..52542425,-	eRNA.highlyexp	Enhancer
chr1:36866655..36866769,-	chr1:36866689..36866690,-	eRNA.expmatch	Enhancer
chr1:36866671..36866785,+	chr1:36866750..36866751,+	eRNA.expmatch	Enhancer
chr17:75954492..75954606,-	chr17:75954526..75954527,-	eRNA.expmatch	Enhancer
chr11:68922919..68923033,-	chr11:68922998..68922999,+	eRNA.random	Enhancer
chr11:68922919..68923033,+	chr11:68922998..68922999,+	eRNA.random	Enhancer
chr11:69453844..69453958,-	chr11:69453878..69453879,-	eRNA.gwas	Enhancer
chr11:69453865..69453979,+	chr11:69453944..69453945,+	eRNA.gwas	Enhancer
chr19:752716..752830,-	chr19:752750..752751,-	eRNA.random	Enhancer
chr19:752723..752837,+	chr19:752802..752803,+	eRNA.random	Enhancer
chr7:101929987..101930101,-	chr7:101930021..101930022,-	eRNA.highlyexp	Enhancer
chr7:101930046..101930160,+	chr7:101930125..101930126,+	eRNA.highlyexp	Enhancer
chr1:42128029..42128143,-	chr1:42128063..42128064,-	eRNA.random	Enhancer
chr1:42128038..42128152,+	chr1:42128117..42128118,+	eRNA.random	Enhancer
chr4:95373869..95373983,-	chr4:95373903..95373904,-	eRNA.expmatch	Enhancer
chr4:95373937..95374051,+	chr4:95374016..95374017,+	eRNA.expmatch	Enhancer
chr5:100113448..100113562,-	chr5:100113482..100113483,-	eRNA.random	Enhancer
chr11:72449313..72449427,-	chr11:72449347..72449348,-	eRNA.highlyexp	Enhancer
chr11:72449356..72449470,+	chr11:72449435..72449436,+	eRNA.highlyexp	Enhancer
chr17:8825873..8825987,-	chr17:8825907..8825908,-	eRNA.expmatch	Enhancer
chr7:111724652..111724766,-	chr7:111724686..111724687,-	eRNA.expmatch	Enhancer
chr7:111724723..111724837,-	chr7:111724802..111724803,+	eRNA.expmatch	Enhancer
chr15:52024108..52024222,-	chr15:52024142..52024143,-	eRNA.expmatch	Enhancer
chr15:52024175..52024289,+	chr15:52024254..52024255,+	eRNA.expmatch	Enhancer
chr15:52580673..52580787,-	chr15:52580707..52580708,-	eRNA.expmatch	Enhancer
chr1:47800362..47800476,+	chr1:47800441..47800442,+	eRNA.expmatch	Enhancer
chr18:11860123..11860237,-	chr18:11860157..11860158,-	eRNA.expmatch	Enhancer
chr15:60547657..60547771,-	chr15:60547691..60547692,-	eRNA.random	Enhancer
chr15:60547778..60547892,+	chr15:60547857..60547858,+	eRNA.random	Enhancer
chr9:90326878..90326992,-	chr9:90326912..90326913,-	eRNA.expmatch	Enhancer
chr9:90326978..90327092,+	chr9:90327057..90327058,+	eRNA.expmatch	Enhancer
chr12:6291398..6291512,-	chr12:6291432..6291433,-	eRNA.gwas	Enhancer
chr5:6713343..6713457,+	chr5:6713422..6713423,+	eRNA.highlyexp	Enhancer
chr22:30666981..30667095,-	chr22:30667015..30667016,-	eRNA.highlyexp	Enhancer
chr22:30666985..30667099,+	chr22:30667064..30667065,+	eRNA.highlyexp	Enhancer
chr5:131832669..131832783,-	chr5:131832748..131832749,+	eRNA.expmatch	Enhancer
chr22:31631071..31631185,-	chr22:31631105..31631106,-	eRNA.expmatch	Enhancer
chr5:131832669..131832783,+	chr5:131832748..131832749,+	eRNA.expmatch	Enhancer
chr15:70052677..70052791,-	chr15:70052711..70052712,-	eRNA.random	Enhancer
chr15:70052681..70052795,+	chr15:70052760..70052761,+	eRNA.random	Enhancer
chr12:10337162..10337276,+	chr12:10337241..10337242,+	eRNA.random	Enhancer
chr18:45688066..45688180,+	chr18:45688145..45688146,+	eRNA.random	Enhancer
chr3:171858465..171858579,+	chr3:171858544..171858545,+	eRNA.random	Enhancer
chr7:130586299..130586413,+	chr7:130586378..130586379,+	eRNA.random	Enhancer
chr5:135309235..135309349,+	chr5:135309314..135309315,+	eRNA.expmatch	Enhancer
chr1:7764641..7764755,-	chr1:7764675..7764676,-	eRNA.highlyexp	Enhancer
chr1:7764678..7764792,+	chr1:7764757..7764758,+	eRNA.highlyexp	Enhancer
chr20:52268970..52269084,-	chr20:52269004..52269005,-	eRNA.gwas	Enhancer
chr17:25416486..25416600,-	chr17:25416565..25416566,+	eRNA.expmatch	Enhancer
chr14:55574623..55574737,+	chr14:55574702..55574703,+	eRNA.gwas	Enhancer
chr16:30645743..30645857,+	chr16:30645822..30645823,+	eRNA.highlyexp	Enhancer
chr1:87800615..87800729,-	chr1:87800649..87800650,-	eRNA.expmatch	Enhancer
chr1:87800767..87800881,+	chr1:87800846..87800847,+	eRNA.expmatch	Enhancer
chr22:39350132..39350246,-	chr22:39350166..39350167,-	eRNA.expmatch	Enhancer
chr22:39350132..39350246,+	chr22:39350166..39350167,-	eRNA.expmatch	Enhancer
chr12:115106263..115106377,-	chr12:115106297..115106298,-	eRNA.gwas	Enhancer
chr12:115106373..115106487,+	chr12:115106452..115106453,+	eRNA.gwas	Enhancer
chr22:41047707..41047821,-	chr22:41047741..41047742,-	eRNA.gwas	Enhancer
chr22:41047707..41047821,+	chr22:41047741..41047742,-	eRNA.gwas	Enhancer
chr1:90101790..90101904,+	chr1:90101869..90101870,+	eRNA.gwas	Enhancer
chr1:90101801..90101915,-	chr1:90101835..90101836,-	eRNA.gwas	Enhancer
chr22:41417964..41418078,-	chr22:41417998..41417999,-	eRNA.gwas	Enhancer
chr15:93363677..93363791,-	chr15:93363711..93363712,-	eRNA.random	Enhancer
chr15:93363679..93363793,+	chr15:93363758..93363759,+	eRNA.random	Enhancer
chr7:151541708..151541822,+	chr7:151541787..151541788,+	eRNA.random	Enhancer
chr12:121714905..121715019,-	chr12:121714939..121714940,-	eRNA.expmatch	Enhancer
chr20:62495643..62495757,+	chr20:62495677..62495678,-	eRNA.expmatch	Enhancer
chr12:121714973..121715087,-	chr12:121715052..121715053,+	eRNA.expmatch	Enhancer
chr12:121714973..121715087,+	chr12:121715052..121715053,+	eRNA.expmatch	Enhancer
chr17:42634012..42634126,-	chr17:42634046..42634047,-	eRNA.random	Enhancer
chr17:42634012..42634126,+	chr17:42634046..42634047,-	eRNA.random	Enhancer
chrX:154029191..154029305,-	chrX:154029225..154029226,-	eRNA.gwas	Enhancer
chr5:159886218..159886332,-	chr5:159886252..159886253,-	eRNA.random	Enhancer
chr5:159886329..159886443,+	chr5:159886408..159886409,+	eRNA.random	Enhancer
chr14:71865867..71865981,-	chr14:71865946..71865947,+	eRNA.expmatch	Enhancer
chr12:124907699..124907813,-	chr12:124907733..124907734,-	eRNA.expmatch	Enhancer
chr1:956585..956699,-	chr1:956619..956620,-	eRNA.expmatch	Enhancer
chr1:956631..956745,+	chr1:956710..956711,+	eRNA.expmatch	Enhancer
chr17:46102468..46102582,-	chr17:46102502..46102503,-	eRNA.random	Enhancer
chr22:50342708..50342822,+	chr22:50342787..50342788,+	eRNA.gwas	Enhancer
chr22:50342723..50342837,-	chr22:50342757..50342758,-	eRNA.gwas	Enhancer
chr12:24673490..24673604,-	chr12:24673524..24673525,-	eRNA.expmatch	Enhancer
chr12:24673722..24673836,+	chr12:24673801..24673802,+	eRNA.expmatch	Enhancer
chr16:2918177..2918291,+	chr16:2918256..2918257,+	eRNA.random	Enhancer
chr3:44040604..44040718,+	chr3:44040638..44040639,-	eRNA.expmatch	Enhancer
chr22:50978102..50978216,-	chr22:50978136..50978137,-	eRNA.expmatch	Enhancer
chr2:8628329..8628443,-	chr2:8628363..8628364,-	eRNA.random	Enhancer
chr22:50978212..50978326,-	chr22:50978291..50978292,+	eRNA.expmatch	Enhancer
chr12:25539182..25539296,+	chr12:25539261..25539262,+	eRNA.expmatch	Enhancer
chr16:30645695..30645809,-	chr16:30645729..30645730,-	eRNA.highlyexp	Enhancer
chr5:40487230..40487344,+	chr5:40487309..40487310,+	eRNA.gwas	Enhancer
chr3:46446745..46446859,+	chr3:46446824..46446825,+	eRNA.gwas	Enhancer
chr10:94351440..94351554,-	chr10:94351474..94351475,-	eRNA.expmatch	Enhancer
chr16:31363439..31363553,-	chr16:31363518..31363519,+	eRNA.expmatch	Enhancer
chr16:31363439..31363553,+	chr16:31363518..31363519,+	eRNA.expmatch	Enhancer
chr16:31363476..31363590,-	chr16:31363510..31363511,-	eRNA.expmatch	Enhancer
chr16:31363476..31363590,+	chr16:31363510..31363511,-	eRNA.expmatch	Enhancer
chr11:65187481..65187595,-	chr11:65187560..65187561,+	eRNA.expmatch	Enhancer
chr19:44287212..44287326,+	chr19:44287291..44287292,+	eRNA.gwas	Enhancer
chr11:65187510..65187624,-	chr11:65187544..65187545,-	eRNA.expmatch	Enhancer
chr11:65187510..65187624,+	chr11:65187544..65187545,-	eRNA.expmatch	Enhancer
chr19:45228694..45228808,+	chr19:45228773..45228774,+	eRNA.random	Enhancer
chr2:208176289..208176403,+	chr2:208176368..208176369,+	eRNA.random	Enhancer
chr11:65244960..65245074,+	chr11:65245039..65245040,+	eRNA.highlyexp	Enhancer
chr7:44677809..44677923,+	chr7:44677888..44677889,+	eRNA.random	Enhancer
chr5:25910701..25910815,-	chr5:25910735..25910736,-	eRNA.expmatch	Enhancer
chr10:129862576..129862690,-	chr10:129862610..129862611,-	eRNA.random	Enhancer
chr10:129862613..129862727,+	chr10:129862692..129862693,+	eRNA.random	Enhancer
chr16:66556103..66556217,-	chr16:66556137..66556138,-	eRNA.gwas	Enhancer
chr16:66556179..66556293,+	chr16:66556258..66556259,+	eRNA.gwas	Enhancer
chr17:72637914..72638028,-	chr17:72637948..72637949,-	eRNA.random	Enhancer
chr13:70523521..70523635,+	chr13:70523555..70523556,-	eRNA.expmatch	Enhancer
chr16:67993585..67993700,-	chr16:67993585..67993700,+	control.eQTL	control
chr16:67993585..67993700,+	chr16:67993585..67993700,+	control.eQTL	control
chr10:17255060..17255174,-	chr10:17255094..17255095,-	eRNA.gwas	Enhancer
chr10:17255131..17255245,+	chr10:17255210..17255211,+	eRNA.gwas	Enhancer
chr16:68271490..68271604,-	chr16:68271524..68271525,-	eRNA.expmatch	Enhancer
chr16:68271490..68271604,+	chr16:68271524..68271525,-	eRNA.expmatch	Enhancer
chr16:68271578..68271692,-	chr16:68271657..68271658,+	eRNA.expmatch	Enhancer
chr16:68271578..68271692,+	chr16:68271657..68271658,+	eRNA.expmatch	Enhancer
chr7:75947352..75947466,-	chr7:75947386..75947387,-	eRNA.gwas	Enhancer
chr18:45688066..45688180,-	chr18:45688145..45688146,+	eRNA.random	Enhancer
chr12:52542521..52542635,+	chr12:52542600..52542601,+	eRNA.highlyexp	Enhancer
chr12:53268001..53268115,-	chr12:53268035..53268036,-	eRNA.gwas	Enhancer
chr12:53268070..53268184,+	chr12:53268149..53268150,+	eRNA.gwas	Enhancer
chr17:75954492..75954606,+	chr17:75954526..75954527,-	eRNA.expmatch	Enhancer
chr16:75410614..75410728,-	chr16:75410648..75410649,-	eRNA.gwas	Enhancer
chr16:75410781..75410895,+	chr16:75410860..75410861,+	eRNA.gwas	Enhancer
chr16:81515061..81515175,-	chr16:81515095..81515096,-	eRNA.expmatch	Enhancer
chr16:81515207..81515321,+	chr16:81515286..81515287,+	eRNA.expmatch	Enhancer
chr10:30782546..30782660,-	chr10:30782625..30782626,+	eRNA.expmatch	Enhancer
chr10:30782546..30782660,+	chr10:30782625..30782626,+	eRNA.expmatch	Enhancer
chr10:30782567..30782681,-	chr10:30782601..30782602,-	eRNA.expmatch	Enhancer
chr10:30782567..30782681,+	chr10:30782601..30782602,-	eRNA.expmatch	Enhancer
chr10:30831506..30831620,-	chr10:30831540..30831541,-	eRNA.expmatch	Enhancer
chr10:30831727..30831841,+	chr10:30831806..30831807,+	eRNA.expmatch	Enhancer
chr16:86965152..86965266,+	chr16:86965231..86965232,+	eRNA.expmatch	Enhancer
chr2:241796855..241796969,+	chr2:241796889..241796890,-	eRNA.gwas	Enhancer
chr2:241796909..241797023,-	chr2:241796988..241796989,+	eRNA.gwas	Enhancer
chr2:241796909..241797023,+	chr2:241796988..241796989,+	eRNA.gwas	Enhancer
chr7:111722055..111722169,+	chr7:111722134..111722135,+	eRNA.highlyexp	Enhancer
chr9:73035037..73035151,+	chr9:73035116..73035117,+	eRNA.highlyexp	Enhancer
chr7:111724652..111724766,+	chr7:111724686..111724687,-	eRNA.expmatch	Enhancer
chr3:196064458..196064572,+	chr3:196064537..196064538,+	eRNA.random	Enhancer
chr12:56752816..56752930,+	chr12:56752895..56752896,+	eRNA.gwas	Enhancer
chr3:15450866..15450980,-	chr3:15450900..15450901,-	eRNA.gwas	Enhancer
chr5:55654724..55654838,-	chr5:55654758..55654759,-	eRNA.random	Enhancer
chr15:52580787..52580901,+	chr15:52580866..52580867,+	eRNA.expmatch	Enhancer
chr20:45989631..45989745,-	chr20:45989710..45989711,+	eRNA.expmatch	Enhancer
chr10:43633193..43633307,+	chr10:43633272..43633273,+	eRNA.gwas	Enhancer
chr10:43633199..43633313,-	chr10:43633233..43633234,-	eRNA.gwas	Enhancer
chr18:21417670..21417784,-	chr18:21417704..21417705,-	eRNA.gwas	Enhancer
chr18:21417670..21417784,+	chr18:21417704..21417705,-	eRNA.gwas	Enhancer
chr9:90407774..90407888,-	chr9:90407808..90407809,-	eRNA.gwas	Enhancer
chr9:90407819..90407933,+	chr9:90407898..90407899,+	eRNA.gwas	Enhancer
chr2:28143515..28143629,-	chr2:28143549..28143550,-	eRNA.random	Enhancer
chr17:17743508..17743622,-	chr17:17743587..17743588,+	eRNA.expmatch	Enhancer
chr17:17743508..17743622,+	chr17:17743587..17743588,+	eRNA.expmatch	Enhancer
chr2:28583861..28583975,-	chr2:28583895..28583896,-	eRNA.gwas	Enhancer
chr20:48887185..48887299,-	chr20:48887219..48887220,-	eRNA.random	Enhancer
chr20:48887282..48887396,+	chr20:48887361..48887362,+	eRNA.random	Enhancer
chr10:81961484..81961598,-	chr10:81961518..81961519,-	eRNA.expmatch	Enhancer
chr2:136893852..136893966,-	chr2:136893886..136893887,-	eRNA.random	Enhancer
chr2:136893871..136893985,+	chr2:136893950..136893951,+	eRNA.random	Enhancer
chr5:135309144..135309258,-	chr5:135309178..135309179,-	eRNA.expmatch	Enhancer
chr18:60903781..60903895,+	chr18:60903860..60903861,+	eRNA.expmatch	Enhancer
chr18:60903818..60903932,-	chr18:60903852..60903853,-	eRNA.expmatch	Enhancer
chr17:25416252..25416366,-	chr17:25416286..25416287,-	eRNA.expmatch	Enhancer
chr5:172199645..172199759,+	chr5:172199724..172199725,+	eRNA.expmatch	Enhancer
chr14:55574540..55574654,-	chr14:55574574..55574575,-	eRNA.gwas	Enhancer
chr10:93373526..93373640,+	chr10:93373605..93373606,+	eRNA.random	Enhancer
chr10:94351415..94351529,-	chr10:94351494..94351495,+	eRNA.expmatch	Enhancer
chr10:70805394..70805508,-	chr10:70805428..70805429,-	eRNA.random	Enhancer
chr17:25821695..25821809,+	chr17:25821729..25821730,-	eRNA.random	Enhancer
chr17:25821791..25821905,+	chr17:25821870..25821871,+	eRNA.random	Enhancer
chr12:7592620..7592734,+	chr12:7592699..7592700,+	eRNA.expmatch	Enhancer
chr12:7592636..7592750,-	chr12:7592670..7592671,-	eRNA.expmatch	Enhancer
chr17:33571488..33571603,-	chr17:33571488..33571603,+	control.eQTL	control
chr17:33571488..33571603,+	chr17:33571488..33571603,+	control.eQTL	control
chr12:89554519..89554633,+	chr12:89554598..89554599,+	eRNA.random	Enhancer
chr8:142275676..142275790,+	chr8:142275710..142275711,-	eRNA.expmatch	Enhancer
chr17:37024597..37024711,-	chr17:37024631..37024632,-	eRNA.random	Enhancer
chr17:37024702..37024816,+	chr17:37024781..37024782,+	eRNA.random	Enhancer
chr9:137283313..137283427,-	chr9:137283392..137283393,+	eRNA.expmatch	Enhancer
chr12:92996282..92996396,-	chr12:92996316..92996317,-	eRNA.highlyexp	Enhancer
chr2:61378128..61378243,+	chr2:61378128..61378243,+	control.eQTL	control
chr20:62495643..62495757,-	chr20:62495677..62495678,-	eRNA.expmatch	Enhancer
chr16:11734182..11734296,-	chr16:11734216..11734217,-	eRNA.expmatch	Enhancer
chr16:11734182..11734296,+	chr16:11734216..11734217,-	eRNA.expmatch	Enhancer
chr17:42276740..42276854,+	chr17:42276819..42276820,+	eRNA.highlyexp	Enhancer
chr14:69199938..69200052,+	chr14:69200017..69200018,+	eRNA.expmatch	Enhancer
chr14:69199970..69200084,-	chr14:69200004..69200005,-	eRNA.expmatch	Enhancer
chr17:42634063..42634177,-	chr17:42634142..42634143,+	eRNA.random	Enhancer
chr17:42634063..42634177,+	chr17:42634142..42634143,+	eRNA.random	Enhancer
chr19:2169005..2169119,+	chr19:2169084..2169085,+	eRNA.random	Enhancer
chr21:17568001..17568115,+	chr21:17568080..17568081,+	eRNA.random	Enhancer
chr6:10403971..10404085,+	chr6:10404050..10404051,+	eRNA.random	Enhancer
chr6:10403975..10404089,-	chr6:10404009..10404010,-	eRNA.random	Enhancer
chr12:124907771..124907885,+	chr12:124907850..124907851,+	eRNA.expmatch	Enhancer
chr6:32577762..32577876,+	chr6:32577841..32577842,+	eRNA.gwas	Enhancer
chr13:21050090..21050204,-	chr13:21050124..21050125,-	eRNA.gwas	Enhancer
chr9:29214211..29214325,+	chr9:29214290..29214291,+	eRNA.random	Enhancer
chr10:81961484..81961598,+	chr10:81961518..81961519,-	eRNA.expmatch	Enhancer
chr3:44040584..44040698,+	chr3:44040663..44040664,+	eRNA.expmatch	Enhancer
chr3:44040604..44040718,-	chr3:44040638..44040639,-	eRNA.expmatch	Enhancer
chr22:50976805..50976919,+	chr22:50976884..50976885,+	eRNA.gwas	Enhancer
chr5:172199513..172199627,+	chr5:172199547..172199548,-	eRNA.expmatch	Enhancer
chr22:50978102..50978216,+	chr22:50978136..50978137,-	eRNA.expmatch	Enhancer
chr17:75954621..75954735,+	chr17:75954700..75954701,+	eRNA.expmatch	Enhancer
chr3:46254854..46254968,-	chr3:46254888..46254889,-	eRNA.random	Enhancer
chr14:102414536..102414650,-	chr14:102414615..102414616,+	eRNA.expmatch	Enhancer
chr17:7746046..7746160,-	chr17:7746080..7746081,-	eRNA.highlyexp	Enhancer
chr3:46446676..46446790,-	chr3:46446710..46446711,-	eRNA.gwas	Enhancer
chr19:42037894..42038008,-	chr19:42037928..42037929,-	eRNA.highlyexp	Enhancer
chr10:94351440..94351554,+	chr10:94351474..94351475,-	eRNA.expmatch	Enhancer
chr17:56736830..56736944,+	chr17:56736909..56736910,+	eRNA.expmatch	Enhancer
chr2:97151793..97151907,-	chr2:97151827..97151828,-	eRNA.highlyexp	Enhancer
chr6:45678360..45678474,-	chr6:45678394..45678395,-	eRNA.random	Enhancer
chr6:45678357..45678471,+	chr6:45678436..45678437,+	eRNA.random	Enhancer
chr19:44287119..44287233,-	chr19:44287153..44287154,-	eRNA.gwas	Enhancer
chr21:37670602..37670716,+	chr21:37670681..37670682,+	eRNA.random	Enhancer
chr19:45228582..45228696,-	chr19:45228616..45228617,-	eRNA.random	Enhancer
chr9:137264790..137264904,+	chr9:137264869..137264870,+	eRNA.random	Enhancer
chr14:61939117..61939231,-	chr14:61939151..61939152,-	eRNA.random	Enhancer
chr3:11315762..11315876,+	chr3:11315841..11315842,+	eRNA.highlyexp	Enhancer
chr17:68310764..68310878,+	chr17:68310843..68310844,+	eRNA.expmatch	Enhancer
chr20:1925910..1926024,+	chr20:1925989..1925990,+	eRNA.random	Enhancer
chr8:38009625..38009739,+	chr8:38009704..38009705,+	eRNA.expmatch	Enhancer
chr11:65264978..65265092,+	chr11:65265057..65265058,+	eRNA.highlyexp	Enhancer
chr19:49465678..49465792,+	chr19:49465757..49465758,+	eRNA.random	Enhancer
chr8:39797514..39797628,-	chr8:39797548..39797549,-	eRNA.gwas	Enhancer
chr21:45132121..45132235,-	chr21:45132155..45132156,-	eRNA.random	Enhancer
chr9:140024186..140024300,-	chr9:140024220..140024221,-	eRNA.expmatch	Enhancer
chr13:70523606..70523720,-	chr13:70523685..70523686,+	eRNA.expmatch	Enhancer
chr11:109957839..109957953,-	chr11:109957918..109957919,+	eRNA.expmatch	Enhancer
chr11:109957839..109957953,+	chr11:109957918..109957919,+	eRNA.expmatch	Enhancer
chr17:72978378..72978492,+	chr17:72978412..72978413,-	eRNA.random	Enhancer
