unique_id	cage_id	n_motifs	n_bp_cov	max_cov	avg_tf_tissue_sp	log_n_motifs	log_bp_cov	log_max_cov	log_avg_tf_tissue_sp
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr7:1894873..1894987,+__1982.1.0.0	chr7:1894449-1894968	7	66	3	0.4516029603897376	2.0794415416798357	4.204692619390966	1.3862943611198906	0.37266843575242364
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:22862398..22862512,-__1675.1.0.0	chr7:22862406..22862445,-	8	50	2	0.3657646170256469	2.1972245773362196	3.9318256327243257	1.0986122886681098	0.31171443079958616
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:22862432..22862546,-__1676.1.0.0	chr7:22862448..22862475,-	9	69	2	0.3273426240876118	2.302585092994046	4.248495242049359	1.0986122886681098	0.28317891651314375
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr7:23145264..23145378,-__795.1.0.0	chr7:23145288..23145326,-	19	74	8	0.4189949544742357	2.995732273553991	4.31748811353631	2.1972245773362196	0.34994884248041835
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr7:23720421..23720535,-__796.1.0.0	chr7:23720431..23720470,-	6	49	2	0.6316579550153351	1.9459101490553132	3.912023005428146	1.0986122886681098	0.4895966481879566
WILDTYPE__mrna.noflip.NA__chr7:24323729..24323843,+__1369.1.0.0	chr7:24323800..24323815,+	2	12	2	0.664742694098542	1.0986122886681098	2.5649493574615367	1.0986122886681098	0.5096705734112141
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:2595316..2595430,-__1677.1.0.0	chr7:2595337..2595360,-	15	54	6	0.4624378674580154	2.772588722239781	4.007333185232471	1.9459101490553132	0.38010481543202157
WILDTYPE__mrna.noflip.NA__chr7:26241289..26241403,+__1403.1.0.0	chr7:26241325..26241392,+	14	63	5	0.5053898652727369	2.70805020110221	4.1588830833596715	1.791759469228055	0.4090519113468863
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr7:26415852..26415966,-__797.1.0.0	chr7:26415877..26415903,-	8	72	3	0.31233682112689176	2.1972245773362196	4.290459441148391	1.3862943611198906	0.271809380993966
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:26438141..26438255,+__798.1.0.0	chr7:26438187..26438279,+	15	75	3	0.2756867404246491	2.772588722239781	4.330733340286331	1.3862943611198906	0.24348465354763588
WILDTYPE__mrna.flip.sense__chr7:27135572..27135686,-__1222.1.0.0	chr7:27135591..27135658,-	21	42	10	0.3352874870061366	3.091042453358316	3.7612001156935624	2.3978952727983707	0.2891466147405882
WILDTYPE__Antisense.flip.sense__chr7:27135651..27135765,+__799.1.0.0	chr7:27135705..27135768,+	21	47	10	0.3213364637385722	3.091042453358316	3.871201010907891	2.3978952727983707	0.27864369692288926
WILDTYPE__Antisense.noflip.NA__chr7:27135709..27135823,+__800.1.0.0	chr7:27135773..27135822,+	2	12	2	0.664742694098542	1.0986122886681098	2.5649493574615367	1.0986122886681098	0.5096705734112141
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr7:27224936..27225050,+__801.1.0.0	chr7:27225007..27225030,+	3	37	1	0.40150950558869014	1.3862943611198906	3.6375861597263857	0.6931471805599453	0.33754987403901326
WILDTYPE__Lincrna.noflip.NA__chr7:28997850..28997964,-__802.1.0.0	chr7:28997870..28997936,-	4	27	2	0.432083195043496	1.6094379124341003	3.332204510175204	1.0986122886681098	0.3591301639482963
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr7:29603237..29603351,-__803.1.0.0	chr7:29603266..29603282,-	1	9	1		0.6931471805599453	2.302585092994046	0.6931471805599453	
WILDTYPE__Antisense.flip.sense__chr7:29603272..29603386,-__804.1.0.0	chr7:29603297..29603320,-	1	18	1	0.32029204071324113	0.6931471805599453	2.9444389791664403	0.6931471805599453	0.27785295509224056
WILDTYPE__Lincrna.noflip.NA__chr7:35840191..35840305,-__806.1.0.0	chr7:35840207..35840245,-	2	18	2	0.19139348874033746	1.0986122886681098	2.9444389791664403	1.0986122886681098	0.1751236209804076
WILDTYPE__Lincrna.noflip.NA__chr7:39773092..39773206,+__807.1.0.0	chr7:39773160..39773232,+	16	49	8	0.5209040127218136	2.833213344056216	3.912023005428146	2.1972245773362196	0.4193049032790646
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:44580865..44580979,-__1678.1.0.0	chr7:44580861..44580912,-	2	21	1	0.23966559351351802	1.0986122886681098	3.091042453358316	0.6931471805599453	0.21484166059565155
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:44621849..44621963,-__1108.1.0.0	chr7:44621878..44621889,-	6	46	2	0.3540241158514307	1.9459101490553132	3.8501476017100584	1.0986122886681098	0.30308098515232224
WILDTYPE__Enhancer.noflip.NA__chr7:44677809..44677923,+__1821.1.0.0	chr7:44677628-44678244	16	53	5	0.48163679716808544	2.833213344056216	3.9889840465642745	1.791759469228055	0.3931474207029366
WILDTYPE__Enhancer.noflip.NA__chr7:44677823..44677937,-__2114.1.0.0	chr7:44677628-44678244	16	53	5	0.48163679716808544	2.833213344056216	3.9889840465642745	1.791759469228055	0.3931474207029366
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr7:47521819..47521933,-__2209.1.0.0	chr7:47521562-47522093	19	74	4	0.508048344244354	2.995732273553991	4.31748811353631	1.6094379124341003	0.41081632758937714
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr7:47521821..47521935,+__1916.1.0.0	chr7:47521562-47522093	19	74	4	0.508048344244354	2.995732273553991	4.31748811353631	1.6094379124341003	0.41081632758937714
WILDTYPE__mrna.noflip.NA__chr7:4998783..4998897,-__1275.1.0.0	chr7:4998802..4998861,-	3	27	1	0.5241576625248697	1.3862943611198906	3.332204510175204	0.6931471805599453	0.42144190501385986
WILDTYPE__mrna.noflip.NA__chr7:5322496..5322610,+__1109.1.0.0	chr7:5322565..5322589,+	19	68	4	0.52138406028444	2.995732273553991	4.23410650459726	1.6094379124341003	0.419620486521079
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:53879598..53879712,-__808.1.0.0	chr7:53879623..53879635,-	5	49	2	0.1888253707786201	1.791759469228055	3.912023005428146	1.0986122886681098	0.17296573625650793
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr7:54826869..54826983,-__1223.1.0.0	chr7:54826882..54826913,-	11	51	5	0.4022440018737973	2.4849066497880004	3.9512437185814275	1.791759469228055	0.3380738118958572
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr7:54826976..54827090,+__809.1.0.0	chr7:54826998..54827071,+	11	44	6	0.36514138437914984	2.4849066497880004	3.8066624897703196	1.9459101490553132	0.31125800157280475
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:65958508..65958622,-__810.1.0.0	chr7:65958532..65958557,-	10	48	4	0.4128486906519366	2.3978952727983707	3.8918202981106265	1.6094379124341003	0.3456080142119244
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr7:65958634..65958748,+__811.1.0.0	chr7:65958695..65958733,+	9	79	2	0.26266135797170304	2.302585092994046	4.382026634673881	1.0986122886681098	0.23322168229501183
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:7222095..7222209,+__1242.1.0.0	chr7:7222157..7222193,+	26	79	7	0.39714372434669765	3.295836866004329	4.382026634673881	2.0794415416798357	0.3344299556892653
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:73256811..73256925,-__1330.1.0.0	chr7:73256838..73256870,-	20	76	6	0.44019568353024263	3.044522437723423	4.343805421853684	1.9459101490553132	0.3647789956959638
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr7:75947352..75947466,-__2276.1.0.0	chr7:75947305-75947626	6	45	3	0.4799295798584917	1.9459101490553132	3.828641396489095	1.3862943611198906	0.3919945054673088
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr7:75947478..75947592,+__1983.1.0.0	chr7:75947305-75947626	20	62	9	0.4799295798584917	3.044522437723423	4.143134726391533	2.302585092994046	0.3919945054673088
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:76139852..76139966,+__1259.1.0.0	chr7:76139925..76139937,+	5	23	2	0.664742694098542	1.791759469228055	3.1780538303479458	1.0986122886681098	0.5096705734112141
WILDTYPE__Lincrna.flip.sense__chr7:77325548..77325662,-__812.1.0.0	chr7:77325545..77325591,-	11	66	5	0.3589075185137477	2.4849066497880004	4.204692619390966	1.791759469228055	0.306681081722995
WILDTYPE__Antisense.noflip.NA__chr7:79082114..79082228,+__813.1.0.0	chr7:79082186..79082203,+	3	27	1	0.3817287181867685	1.3862943611198906	3.332204510175204	0.6931471805599453	0.32333540954044454
WILDTYPE__Antisense.noflip.NA__chr7:79083189..79083303,+__814.1.0.0	chr7:79083233..79083345,+	7	47	3	0.30950463583891136	2.0794415416798357	3.871201010907891	1.3862943611198906	0.2696489251188984
WILDTYPE__Antisense.noflip.NA__chr7:79083301..79083415,+__815.1.0.0	chr7:79083347..79083410,+	8	60	3	0.3131994597564997	2.1972245773362196	4.110873864173311	1.3862943611198906	0.272466495250531
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:80231443..80231557,+__1679.1.0.0	chr7:80231517..80231529,+	2	17	1		1.0986122886681098	2.8903717578961645	0.6931471805599453	
WILDTYPE__Antisense.flip.sense__chr7:8301765..8301879,+__816.1.0.0	chr7:8301829..8301856,+	15	60	7	0.4059333013525955	2.772588722239781	4.110873864173311	2.0794415416798357	0.3407013536804367
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr7:86781612..86781726,-__817.1.0.0	chr7:86781629..86781667,-	21	53	9	0.48110094774288137	3.091042453358316	3.9889840465642745	2.302585092994046	0.39278569484180204
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr7:86781689..86781803,+__1224.1.0.0	chr7:86781734..86781777,+	18	48	9	0.4535256654564271	2.9444389791664403	3.8918202981106265	2.302585092994046	0.3739920985536586
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:86974738..86974852,-__818.1.0.0	chr7:86974767..86974778,-	5	38	2	0.26161716679181213	1.791759469228055	3.6635616461296463	1.0986122886681098	0.23239436373312908
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr7:86974785..86974899,-__819.1.0.0	chr7:86974785..86974852,-	8	66	2	0.24141658321108467	2.1972245773362196	4.204692619390966	1.0986122886681098	0.21625313338336857
WILDTYPE__Antisense.noflip.NA__chr7:92465723..92465837,+__821.1.0.0	chr7:92465794..92465809,+	5	58	2	0.5054625900927777	1.791759469228055	4.07753744390572	1.0986122886681098	0.4091002198051274
WILDTYPE__mrna.noflip.NA__chr7:93204001..93204115,-__1110.1.0.0	chr7:93204033..93204043,-	6	39	3	0.261207433079279	1.9459101490553132	3.6888794541139363	1.3862943611198906	0.2320695423276643
WILDTYPE__Lincrna.noflip.NA__chr7:93652038..93652152,+__822.1.0.0	chr7:93652116..93652122,+	6	64	2	0.27806819357049306	1.9459101490553132	4.174387269895637	1.0986122886681098	0.24534971413309503
WILDTYPE__mrna.noflip.NA__chr7:94285400..94285514,-__1335.1.0.0	chr7:94285402..94285462,-	13	41	3	0.3428365947640993	2.6390573296152584	3.7376696182833684	1.3862943611198906	0.2947842383321561
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:99156342..99156456,+__1681.1.0.0	chr7:99156393..99156433,+	11	67	5	0.27213746029592567	2.4849066497880004	4.219507705176107	1.791759469228055	0.24069852534957348
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:99156396..99156510,+__1682.1.0.0	chr7:99156434..99156510,+	13	65	5	0.4050175775019546	2.6390573296152584	4.189654742026425	1.791759469228055	0.340049813384999
WILDTYPE__Lincrna.noflip.NA__chr8:100025222..100025336,-__823.1.0.0	chr8:100025238..100025266,-	15	52	8	0.4984760104029585	2.772588722239781	3.970291913552122	2.1972245773362196	0.40444859857266624
WILDTYPE__mrna.noflip.NA__chr8:102504587..102504701,+__1236.1.0.0	chr8:102504651..102504683,+	2	29	1	0.49343932378810607	1.0986122886681098	3.4011973816621555	0.6931471805599453	0.40108173099108857
WILDTYPE__Antisense.noflip.NA__chr8:103251542..103251656,+__824.1.0.0	chr8:103251611..103251667,+	12	67	5	0.48690473963954756	2.5649493574615367	4.219507705176107	1.791759469228055	0.3966966033140149
WILDTYPE__mrna.noflip.NA__chr8:103424999..103425113,-__1111.1.0.0	chr8:103425028..103425039,-	14	50	7	0.34649222092344545	2.70805020110221	3.9318256327243257	2.0794415416798357	0.29750285599582504
WILDTYPE__Antisense.flip.sense__chr8:104310919..104311033,-__825.1.0.0	chr8:104310945..104311001,-	13	91	2	0.3391653694234095	2.6390573296152584	4.5217885770490405	1.0986122886681098	0.29204656126654693
WILDTYPE__Antisense.flip.sense__chr8:107072655..107072769,-__826.1.0.0	chr8:107072679..107072733,-	6	38	3	0.5225223217971109	1.9459101490553132	3.6635616461296463	1.3862943611198906	0.4203683817733301
WILDTYPE__Lincrna.noflip.NA__chr8:11204974..11205088,-__828.1.0.0	chr8:11204991..11205039,-	6	47	3	0.47391967055587525	1.9459101490553132	3.871201010907891	1.3862943611198906	0.38792529469449577
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:11665858..11665972,+__1684.1.0.0	chr8:11665932..11665943,+	12	47	6	0.6001579393655122	2.5649493574615367	3.871201010907891	1.9459101490553132	0.4701023364774617
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:11665897..11666011,+__1685.1.0.0	chr8:11665952..11665983,+	5	20	2	0.5202592775999271	1.791759469228055	3.044522437723423	1.0986122886681098	0.418880897679893
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:118532891..118533005,+__1343.1.0.0	chr8:118532937..118532997,+	17	61	8	0.4216774561297802	2.8903717578961645	4.127134385045092	2.1972245773362196	0.35183748155255845
WILDTYPE__Lincrna.noflip.NA__chr8:125283893..125284007,+__830.1.0.0	chr8:125283965..125283980,+	9	34	6	0.3695434050504107	2.302585092994046	3.5553480614894135	1.9459101490553132	0.31447740330448143
WILDTYPE__Lincrna.noflip.NA__chr8:125486770..125486884,-__831.1.0.0	chr8:125486755..125486828,-	6	43	3	0.2953811001502071	1.9459101490553132	3.784189633918261	1.3862943611198906	0.25880493768819546
WILDTYPE__mrna.noflip.NA__chr8:125985478..125985592,+__1112.1.0.0	chr8:125985531..125985571,+	8	56	3	0.38194000443194104	2.1972245773362196	4.04305126783455	1.3862943611198906	0.32348831226996116
WILDTYPE__Lincrna.noflip.NA__chr8:126963359..126963473,-__832.1.0.0	chr8:126963387..126963400,-	0	0	1		0.0	0.0	0.6931471805599453	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:126963396..126963510,-__833.1.0.0	chr8:126963417..126963446,-	2	15	1	0.3817287181867685	1.0986122886681098	2.772588722239781	0.6931471805599453	0.32333540954044454
WILDTYPE__Antisense.noflip.NA__chr8:127570041..127570155,+__834.1.0.0	chr8:127570114..127570143,+	13	70	4	0.43031615413185775	2.6390573296152584	4.2626798770413155	1.6094379124341003	0.3578955066412247
WILDTYPE__Antisense.flip.sense__chr8:128806707..128806821,+__835.1.0.0	chr8:128806753..128806815,+	12	73	4	0.39583925994383146	2.5649493574615367	4.30406509320417	1.6094379124341003	0.3334958544039703
WILDTYPE__Antisense.noflip.NA__chr8:128807988..128808102,+__836.1.0.0	chr8:128808019..128808091,+	5	42	3	0.41137453289391984	1.791759469228055	3.7612001156935624	1.3862943611198906	0.34456407556032936
WILDTYPE__Antisense.noflip.NA__chr8:13462090..13462204,-__840.1.0.0	chr8:13462082..13462135,-	1	14	1	0.5972034509023793	0.6931471805599453	2.70805020110221	0.6931471805599453	0.4682542567996235
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr8:134911741..134911855,-__2115.1.0.0	chr8:134911440-134912130	3	36	1	0.5005907731966847	1.3862943611198906	3.6109179126442243	0.6931471805599453	0.4058588793678746
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr8:134911743..134911857,+__1822.1.0.0	chr8:134911440-134912130	3	36	1	0.5005907731966847	1.3862943611198906	3.6109179126442243	0.6931471805599453	0.4058588793678746
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr8:142011228..142011342,-__1113.1.0.0	chr8:142011244..142011288,-	6	28	4	0.5120099265911916	1.9459101490553132	3.367295829986474	1.6094379124341003	0.413439842941605
WILDTYPE__Enhancer.flip.sense__chr8:142275676..142275790,-__2210.1.0.0	chr8:142275441-142276204	8	48	4	0.30841997435079654	2.1972245773362196	3.8918202981106265	1.6094379124341003	0.2688202828073833
WILDTYPE__Enhancer.flip.sense__chr8:142275681..142275795,+__1917.1.0.0	chr8:142275441-142276204	8	48	4	0.30841997435079654	2.1972245773362196	3.8918202981106265	1.6094379124341003	0.2688202828073833
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:143695803..143695917,-__1686.1.0.0	chr8:143695830..143695845,-	7	46	4	0.44140872097230094	2.0794415416798357	3.8501476017100584	1.6094379124341003	0.3656209138383817
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr8:143808383..143808497,-__841.1.0.0	chr8:143808384..143808441,-	16	80	5	0.25734359951100494	2.833213344056216	4.394449154672439	1.791759469228055	0.22900124111033357
WILDTYPE__Antisense.flip.sense__chr8:144099777..144099891,-__842.1.0.0	chr8:144099795..144099882,-	11	42	4	0.4221181250547081	2.4849066497880004	3.7612001156935624	1.6094379124341003	0.35214739758968194
WILDTYPE__mrna.flip.sense__chr8:144099828..144099942,+__1225.1.0.0	chr8:144099896..144099913,+	12	48	4	0.41391099020762073	2.5649493574615367	3.8918202981106265	1.6094379124341003	0.34635961655922365
WILDTYPE__mrna.noflip.NA__chr8:144099866..144099980,+__1254.1.0.0	chr8:144099914..144099953,+	12	47	4	0.36337586687655066	2.5649493574615367	3.871201010907891	1.6094379124341003	0.30996387909790585
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:144363753..144363867,-__843.1.0.0	chr8:144363782..144363799,-	10	48	5	0.3408484786443244	2.3978952727983707	3.8918202981106265	1.791759469228055	0.29330260659885604
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr8:144363811..144363925,-__844.1.0.0	chr8:144363801..144363865,-	19	96	5	0.3502718402685284	2.995732273553991	4.574710978503383	1.791759469228055	0.30030593534137057
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:144450700..144450814,-__845.1.0.0	chr8:144450725..144450748,-	3	17	1	0.23071641489742306	1.3862943611198906	2.8903717578961645	0.6931471805599453	0.20759645096161602
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:144660465..144660579,-__1688.1.0.0	chr8:144660485..144660521,-	16	83	6	0.43229486520657495	2.833213344056216	4.430816798843313	1.9459101490553132	0.359277958798705
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:144679754..144679868,-__1689.1.0.0	chr8:144679778..144679798,-	7	54	2	0.357876075077737	2.0794415416798357	4.007333185232471	1.0986122886681098	0.3059217695068871
WILDTYPE__Lincrna.noflip.NA__chr8:144821486..144821600,+__846.1.0.0	chr8:144821557..144821584,+	2	21	1	0.540215214943541	1.0986122886681098	3.091042453358316	0.6931471805599453	0.4319221566247597
WILDTYPE__Enhancer.flip.sense__chr8:145026251..145026365,-__2211.1.0.0	chr8:145025737-145026802	13	72	5	0.37879490817785866	2.6390573296152584	4.290459441148391	1.791759469228055	0.3212098627163151
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr8:145026364..145026478,+__1918.1.0.0	chr8:145025737-145026802	10	58	4	0.37879490817785866	2.3978952727983707	4.07753744390572	1.6094379124341003	0.3212098627163151
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:145159037..145159151,-__1691.1.0.0	chr8:145159033..145159081,-	13	67	6	0.4857367540582379	2.6390573296152584	4.219507705176107	1.9459101490553132	0.3959107799014773
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:145742837..145742951,-__1693.1.0.0	chr8:145742862..145742883,-	7	48	3	0.4865693655024946	2.0794415416798357	3.8918202981106265	1.3862943611198906	0.39647102600840106
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:145747848..145747962,+__1694.1.0.0	chr8:145747889..145747969,+	11	47	5	0.4827552704994168	2.4849066497880004	3.871201010907891	1.791759469228055	0.3939020262739099
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:145752382..145752496,-__1695.1.0.0	chr8:145752390..145752429,-	12	59	3	0.43225819953203837	2.5649493574615367	4.0943445622221	1.3862943611198906	0.3592523592208931
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:146277773..146277887,+__1250.1.0.0	chr8:146277833..146277878,+	7	49	2	0.5382663502354696	2.0794415416798357	3.912023005428146	1.0986122886681098	0.4306560356965325
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr8:1711901..1712015,+__1114.1.0.0	chr8:1711963..1711989,+	15	89	5	0.4111197398700277	2.772588722239781	4.499809670330265	1.791759469228055	0.34438353097815405
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:17658773..17658887,+__848.1.0.0	chr8:17658846..17658859,+	17	49	7	0.41456671933435224	2.8903717578961645	3.912023005428146	2.0794415416798357	0.34682327878733094
WILDTYPE__Antisense.flip.sense__chr8:17942456..17942570,+__849.1.0.0	chr8:17942527..17942552,+	5	37	3	0.49145339684912936	1.791759469228055	3.6375861597263857	1.3862943611198906	0.39975107865757215
WILDTYPE__mrna.flip.sense__chr8:23082577..23082691,-__1226.1.0.0	chr8:23082580..23082657,-	11	56	8	0.5423782398643517	2.4849066497880004	4.04305126783455	2.1972245773362196	0.43332553680286207
WILDTYPE__Antisense.flip.sense__chr8:23082651..23082765,+__850.1.0.0	chr8:23082699..23082760,+	13	59	8	0.5095569846904118	2.6390573296152584	4.0943445622221	2.1972245773362196	0.4118162201580209
WILDTYPE__Antisense.noflip.NA__chr8:30242773..30242887,-__851.1.0.0	chr8:30242795..30242842,-	3	11	3	0.4932227140883791	1.3862943611198906	2.4849066497880004	1.3862943611198906	0.400936679627821
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr8:30601601..30601715,+__852.1.0.0	chr8:30601667..30601710,+	19	64	8	0.37973577852372953	2.995732273553991	4.174387269895637	2.1972245773362196	0.32189201599950423
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:30601660..30601774,+__853.1.0.0	chr8:30601734..30601745,+	14	48	8	0.3304549503325012	2.70805020110221	3.8918202981106265	2.1972245773362196	0.28552095166094393
WILDTYPE__mrna.noflip.NA__chr8:35092915..35093029,+__1115.1.0.0	chr8:35092985..35093003,+	3	36	2	0.47300287215811876	1.3862943611198906	3.6109179126442243	1.0986122886681098	0.38730308734832664
WILDTYPE__Lincrna.noflip.NA__chr8:37351349..37351463,-__854.1.0.0	chr8:37351344..37351394,-	1	14	1	0.5972034509023793	0.6931471805599453	2.70805020110221	0.6931471805599453	0.4682542567996235
WILDTYPE__Lincrna.noflip.NA__chr8:37457322..37457436,-__855.1.0.0	chr8:37457350..37457382,-	6	24	3	0.11631582480038208	1.9459101490553132	3.2188758248682006	1.3862943611198906	0.11003382105594273
WILDTYPE__Enhancer.noflip.NA__chr8:38009583..38009697,-__2212.1.0.0	chr8:38009325-38009705	7	49	2	0.4031545711652014	2.0794415416798357	3.912023005428146	1.0986122886681098	0.33872296694436366
WILDTYPE__Enhancer.noflip.NA__chr8:38009625..38009739,+__1919.1.0.0	chr8:38009325-38009705	5	41	2	0.4031545711652014	1.791759469228055	3.7376696182833684	1.0986122886681098	0.33872296694436366
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:38033976..38034090,-__1696.1.0.0	chr8:38033959..38034035,-	19	59	6	0.4218768499658993	2.995732273553991	4.0943445622221	1.9459101490553132	0.35197772423125
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:38034215..38034329,-__1697.1.0.0	chr8:38034235..38034258,-	9	70	4	0.3949885502407291	2.302585092994046	4.2626798770413155	1.6094379124341003	0.3328862075269065
WILDTYPE__Enhancer.noflip.NA__chr8:39797514..39797628,-__2277.1.0.0	chr8:39797063-39797940	1	11	1	0.4776473489818997	0.6931471805599453	2.4849066497880004	0.6931471805599453	0.3904511939089017
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr8:39797592..39797706,+__1984.1.0.0	chr8:39797063-39797940	1	19	1	0.4776473489818997	0.6931471805599453	2.995732273553991	0.6931471805599453	0.3904511939089017
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:42065048..42065162,-__1116.1.0.0	chr8:42065075..42065090,-	9	69	3	0.36608658264217264	2.302585092994046	4.248495242049359	1.3862943611198906	0.3119501432117816
WILDTYPE__Lincrna.flip.sense__chr8:42128733..42128847,-__857.1.0.0	chr8:42128756..42128774,-	5	42	2	0.37686482381961656	1.791759469228055	3.7612001156935624	1.0986122886681098	0.31980904776703445
WILDTYPE__Enhancer.noflip.NA__chr8:42398393..42398507,+__1823.1.0.0	chr8:42398083-42398473	13	71	4	0.39613198473206046	2.6390573296152584	4.276666119016055	1.6094379124341003	0.33370554480809583
WILDTYPE__Enhancer.noflip.NA__chr8:42398432..42398546,-__2116.1.0.0	chr8:42398083-42398473	12	59	5	0.39613198473206046	2.5649493574615367	4.0943445622221	1.791759469228055	0.33370554480809583
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:49984823..49984937,+__1698.1.0.0	chr8:49984894..49984911,+	2	11	1	0.666586606862971	1.0986122886681098	2.4849066497880004	0.6931471805599453	0.5107775867300134
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr8:52811806..52811920,+__858.1.0.0	chr8:52811869..52811893,+	12	59	4	0.35398657017184637	2.5649493574615367	4.0943445622221	1.6094379124341003	0.3030532558085789
WILDTYPE__Lincrna.noflip.NA__chr8:54436488..54436602,-__859.1.0.0	chr8:54436508..54436541,-	4	41	2	0.487638200608258	1.6094379124341003	3.7376696182833684	1.0986122886681098	0.3971897620939076
WILDTYPE__Enhancer.flip.sense__chr8:59309342..59309456,+__1920.1.0.0	chr8:59309049-59310168	2	15	2	0.4130738578057617	1.0986122886681098	2.772588722239781	1.0986122886681098	0.34576737254566536
WILDTYPE__mrna.noflip.NA__chr8:59572109..59572223,-__1118.1.0.0	chr8:59572129..59572169,-	5	50	2	0.14121432233052597	1.791759469228055	3.9318256327243257	1.0986122886681098	0.1320928905155083
WILDTYPE__Antisense.flip.sense__chr8:60031678..60031792,+__862.1.0.0	chr8:60031749..60031809,+	2	11	2	0.49654475881483695	1.0986122886681098	2.4849066497880004	1.0986122886681098	0.4031589568609036
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr8:61429297..61429411,-__863.1.0.0	chr8:61429315..61429359,-	18	37	5	0.5205241053699823	2.9444389791664403	3.6375861597263857	1.791759469228055	0.4190550815906628
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr8:6264034..6264148,-__864.1.0.0	chr8:6264045..6264105,-	11	77	3	0.31315057706332106	2.4849066497880004	4.356708826689592	1.3862943611198906	0.2724292704385302
