index	n_total_motifs	n_unique_motifs	max_cov	n_bp_cov	log_n_total_motifs	log_n_unique_motifs	log_max_cov	log_n_bp_cov
WILDTYPE__Lincrna.noflip.NA__chr1:202830822..202830936,+__43.1.0.0	6	5	3	41	1.791759469228055	1.6094379124341003	1.0986122886681098	3.713572066704308
WILDTYPE__Lincrna.noflip.NA__chr1:203274366..203274480,-__44.1.0.0	14	13	9	69	2.6390573296152584	2.5649493574615367	2.1972245773362196	4.23410650459726
WILDTYPE__Lincrna.noflip.NA__chr1:203274402..203274516,-__45.1.0.0	55	30	28	81	4.007333185232471	3.4011973816621555	3.332204510175204	4.394449154672439
WILDTYPE__Lincrna.noflip.NA__chr1:207996013..207996127,-__46.1.0.0	19	19	18	61	2.9444389791664403	2.9444389791664403	2.8903717578961645	4.110873864173311
WILDTYPE__Lincrna.noflip.NA__chr1:208042476..208042590,-__47.1.0.0	15	11	7	74	2.70805020110221	2.3978952727983707	1.9459101490553132	4.30406509320417
WILDTYPE__Lincrna.noflip.NA__chr1:235116488..235116602,-__59.1.0.0	16	16	7	54	2.772588722239781	2.772588722239781	1.9459101490553132	3.9889840465642745
WILDTYPE__Lincrna.noflip.NA__chr1:238649301..238649415,-__60.1.0.0	10	8	5	50	2.302585092994046	2.0794415416798357	1.6094379124341003	3.912023005428146
WILDTYPE__Lincrna.noflip.NA__chr1:31971802..31971916,+__67.1.0.0	11	11	6	52	2.3978952727983707	2.3978952727983707	1.791759469228055	3.9512437185814275
WILDTYPE__Lincrna.noflip.NA__chr1:43424633..43424747,+__76.1.0.0	44	29	25	102	3.784189633918261	3.367295829986474	3.2188758248682006	4.624972813284271
WILDTYPE__Lincrna.noflip.NA__chr1:43424695..43424809,+__77.1.0.0	19	18	10	80	2.9444389791664403	2.8903717578961645	2.302585092994046	4.382026634673881
WILDTYPE__Lincrna.noflip.NA__chr1:43824309..43824423,-__78.1.0.0	29	17	16	80	3.367295829986474	2.833213344056216	2.772588722239781	4.382026634673881
WILDTYPE__Lincrna.noflip.NA__chr1:59250755..59250869,+__83.1.0.0	37	28	25	71	3.6109179126442243	3.332204510175204	3.2188758248682006	4.2626798770413155
WILDTYPE__Lincrna.noflip.NA__chr1:65468084..65468198,-__85.1.0.0	14	14	12	31	2.6390573296152584	2.6390573296152584	2.4849066497880004	3.4339872044851463
WILDTYPE__Lincrna.noflip.NA__chr1:65533394..65533508,-__86.1.0.0	52	44	43	92	3.9512437185814275	3.784189633918261	3.7612001156935624	4.5217885770490405
WILDTYPE__Lincrna.noflip.NA__chr1:81106885..81106999,+__92.1.0.0	29	29	27	81	3.367295829986474	3.367295829986474	3.295836866004329	4.394449154672439
WILDTYPE__Lincrna.noflip.NA__chr1:84326664..84326778,-__93.1.0.0	39	37	26	75	3.6635616461296463	3.6109179126442243	3.258096538021482	4.31748811353631
WILDTYPE__Lincrna.noflip.NA__chr1:9242168..9242282,+__96.1.0.0	9	9	4	55	2.1972245773362196	2.1972245773362196	1.3862943611198906	4.007333185232471
WILDTYPE__Lincrna.noflip.NA__chr20:18774588..18774702,-__458.1.0.0	41	38	31	63	3.713572066704308	3.6375861597263857	3.4339872044851463	4.143134726391533
WILDTYPE__Lincrna.noflip.NA__chr20:21106547..21106661,+__460.1.0.0	51	28	20	82	3.9318256327243257	3.332204510175204	2.995732273553991	4.406719247264253
WILDTYPE__Lincrna.noflip.NA__chr20:21106583..21106697,+__461.1.0.0	48	35	20	89	3.871201010907891	3.5553480614894135	2.995732273553991	4.48863636973214
WILDTYPE__Lincrna.noflip.NA__chr20:23338727..23338841,-__463.1.0.0	12	12	5	44	2.4849066497880004	2.4849066497880004	1.6094379124341003	3.784189633918261
WILDTYPE__Lincrna.noflip.NA__chr20:25731754..25731868,+__467.1.0.0	71	24	24	94	4.2626798770413155	3.1780538303479458	3.1780538303479458	4.543294782270004
WILDTYPE__Lincrna.noflip.NA__chr20:48789024..48789138,+__479.1.0.0	13	11	10	60	2.5649493574615367	2.3978952727983707	2.302585092994046	4.0943445622221
WILDTYPE__Lincrna.noflip.NA__chr20:48883955..48884069,+__480.1.0.0	22	22	17	82	3.091042453358316	3.091042453358316	2.833213344056216	4.406719247264253
WILDTYPE__Lincrna.noflip.NA__chr20:48892778..48892892,+__481.1.0.0	9	9	6	57	2.1972245773362196	2.1972245773362196	1.791759469228055	4.04305126783455
WILDTYPE__Lincrna.noflip.NA__chr20:57090475..57090589,+__484.1.0.0	44	26	25	82	3.784189633918261	3.258096538021482	3.2188758248682006	4.406719247264253
WILDTYPE__Lincrna.noflip.NA__chr20:58713468..58713582,+__487.1.0.0	24	19	19	29	3.1780538303479458	2.9444389791664403	2.9444389791664403	3.367295829986474
WILDTYPE__Lincrna.noflip.NA__chr21:17566581..17566695,+__494.1.0.0	6	6	5	37	1.791759469228055	1.791759469228055	1.6094379124341003	3.6109179126442243
WILDTYPE__Lincrna.noflip.NA__chr21:17791642..17791756,+__496.1.0.0	11	11	11	41	2.3978952727983707	2.3978952727983707	2.3978952727983707	3.713572066704308
WILDTYPE__Lincrna.noflip.NA__chr21:17791803..17791917,+__497.1.0.0	6	6	3	51	1.791759469228055	1.791759469228055	1.0986122886681098	3.9318256327243257
WILDTYPE__Lincrna.noflip.NA__chr21:22175370..22175484,-__498.1.0.0	8	7	4	60	2.0794415416798357	1.9459101490553132	1.3862943611198906	4.0943445622221
WILDTYPE__Lincrna.noflip.NA__chr21:25800972..25801086,+__499.1.0.0	12	12	8	22	2.4849066497880004	2.4849066497880004	2.0794415416798357	3.091042453358316
WILDTYPE__Lincrna.noflip.NA__chr21:36118057..36118171,+__503.1.0.0	25	24	18	46	3.2188758248682006	3.1780538303479458	2.8903717578961645	3.828641396489095
WILDTYPE__Lincrna.noflip.NA__chr21:47013488..47013602,+__510.1.0.0	10	9	8	76	2.302585092994046	2.1972245773362196	2.0794415416798357	4.330733340286331
WILDTYPE__Lincrna.noflip.NA__chr22:21311317..21311431,+__513.1.0.0	17	16	11	43	2.833213344056216	2.772588722239781	2.3978952727983707	3.7612001156935624
WILDTYPE__Lincrna.noflip.NA__chr22:27053142..27053256,+__514.1.0.0	19	19	14	70	2.9444389791664403	2.9444389791664403	2.6390573296152584	4.248495242049359
WILDTYPE__Lincrna.noflip.NA__chr22:27053472..27053586,+__516.1.0.0	12	10	5	78	2.4849066497880004	2.302585092994046	1.6094379124341003	4.356708826689592
WILDTYPE__Lincrna.noflip.NA__chr22:27053495..27053609,+__517.1.0.0	8	7	3	73	2.0794415416798357	1.9459101490553132	1.0986122886681098	4.290459441148391
WILDTYPE__Lincrna.noflip.NA__chr22:27068708..27068822,+__519.1.0.0	37	25	24	44	3.6109179126442243	3.2188758248682006	3.1780538303479458	3.784189633918261
WILDTYPE__Lincrna.noflip.NA__chr22:27620605..27620719,-__520.1.0.0	33	31	14	92	3.4965075614664802	3.4339872044851463	2.6390573296152584	4.5217885770490405
WILDTYPE__Lincrna.noflip.NA__chr22:27727668..27727782,+__521.1.0.0	8	8	7	43	2.0794415416798357	2.0794415416798357	1.9459101490553132	3.7612001156935624
WILDTYPE__Lincrna.noflip.NA__chr2:105050738..105050852,+__388.1.0.0	13	10	8	44	2.5649493574615367	2.302585092994046	2.0794415416798357	3.784189633918261
WILDTYPE__Lincrna.noflip.NA__chr2:105467876..105467990,-__389.1.0.0	14	10	9	38	2.6390573296152584	2.302585092994046	2.1972245773362196	3.6375861597263857
WILDTYPE__Lincrna.noflip.NA__chr2:105469612..105469726,-__390.1.0.0	40	7	7	49	3.6888794541139363	1.9459101490553132	1.9459101490553132	3.8918202981106265
WILDTYPE__Lincrna.noflip.NA__chr2:10588762..10588876,+__391.1.0.0	30	19	16	73	3.4011973816621555	2.9444389791664403	2.772588722239781	4.290459441148391
WILDTYPE__Lincrna.noflip.NA__chr2:118943917..118944031,-__393.1.0.0	18	12	6	86	2.8903717578961645	2.4849066497880004	1.791759469228055	4.454347296253507
WILDTYPE__Lincrna.noflip.NA__chr2:127065999..127066113,+__396.1.0.0	24	17	13	39	3.1780538303479458	2.833213344056216	2.5649493574615367	3.6635616461296463
WILDTYPE__Lincrna.noflip.NA__chr2:145780693..145780807,+__401.1.0.0	9	9	6	48	2.1972245773362196	2.1972245773362196	1.791759469228055	3.871201010907891
WILDTYPE__Lincrna.noflip.NA__chr2:181988577..181988691,+__415.1.0.0	14	14	8	66	2.6390573296152584	2.6390573296152584	2.0794415416798357	4.189654742026425
WILDTYPE__Lincrna.noflip.NA__chr2:20068568..20068682,+__418.1.0.0	27	22	16	74	3.295836866004329	3.091042453358316	2.772588722239781	4.30406509320417
WILDTYPE__Lincrna.noflip.NA__chr2:208104288..208104402,+__419.1.0.0	25	23	17	52	3.2188758248682006	3.1354942159291497	2.833213344056216	3.9512437185814275
WILDTYPE__Lincrna.noflip.NA__chr2:208527022..208527136,+__420.1.0.0	7	6	6	36	1.9459101490553132	1.791759469228055	1.791759469228055	3.58351893845611
WILDTYPE__Lincrna.noflip.NA__chr2:232379053..232379167,-__423.1.0.0	19	19	14	83	2.9444389791664403	2.9444389791664403	2.6390573296152584	4.418840607796598
WILDTYPE__Lincrna.noflip.NA__chr2:241195438..241195552,-__428.1.0.0	7	7	5	47	1.9459101490553132	1.9459101490553132	1.6094379124341003	3.8501476017100584
WILDTYPE__Lincrna.noflip.NA__chr2:47572180..47572294,-__438.1.0.0	41	35	23	79	3.713572066704308	3.5553480614894135	3.1354942159291497	4.3694478524670215
WILDTYPE__Lincrna.noflip.NA__chr2:70352408..70352522,-__443.1.0.0	20	17	10	83	2.995732273553991	2.833213344056216	2.302585092994046	4.418840607796598
WILDTYPE__Lincrna.noflip.NA__chr2:7865830..7865944,+__448.1.0.0	15	15	13	50	2.70805020110221	2.70805020110221	2.5649493574615367	3.912023005428146
WILDTYPE__Lincrna.noflip.NA__chr2:86116324..86116438,+__449.1.0.0	12	12	9	69	2.4849066497880004	2.4849066497880004	2.1972245773362196	4.23410650459726
WILDTYPE__Lincrna.noflip.NA__chr2:87754981..87755095,+__451.1.0.0	7	7	3	60	1.9459101490553132	1.9459101490553132	1.0986122886681098	4.0943445622221
WILDTYPE__Lincrna.noflip.NA__chr2:87769389..87769503,+__452.1.0.0	3	3	2	31	1.0986122886681098	1.0986122886681098	0.6931471805599453	3.4339872044851463
WILDTYPE__Lincrna.noflip.NA__chr2:98280645..98280759,+__455.1.0.0	18	17	8	67	2.8903717578961645	2.833213344056216	2.0794415416798357	4.204692619390966
WILDTYPE__Lincrna.noflip.NA__chr3:106959485..106959599,+__539.1.0.0	25	21	17	65	3.2188758248682006	3.044522437723423	2.833213344056216	4.174387269895637
WILDTYPE__Lincrna.noflip.NA__chr3:119814016..119814130,+__542.1.0.0	9	9	9	21	2.1972245773362196	2.1972245773362196	2.1972245773362196	3.044522437723423
WILDTYPE__Lincrna.noflip.NA__chr3:147657712..147657826,+__551.1.0.0	7	6	2	52	1.9459101490553132	1.791759469228055	0.6931471805599453	3.9512437185814275
WILDTYPE__Lincrna.noflip.NA__chr3:156534767..156534881,-__560.1.0.0	29	26	20	69	3.367295829986474	3.258096538021482	2.995732273553991	4.23410650459726
WILDTYPE__Lincrna.noflip.NA__chr3:156799495..156799609,+__561.1.0.0	26	26	15	81	3.258096538021482	3.258096538021482	2.70805020110221	4.394449154672439
WILDTYPE__Lincrna.noflip.NA__chr3:177545491..177545605,+__567.1.0.0	7	6	3	64	1.9459101490553132	1.791759469228055	1.0986122886681098	4.1588830833596715
WILDTYPE__Lincrna.noflip.NA__chr3:196359454..196359568,-__574.1.0.0	33	28	20	70	3.4965075614664802	3.332204510175204	2.995732273553991	4.248495242049359
WILDTYPE__Lincrna.noflip.NA__chr3:70048804..70048918,+__590.1.0.0	41	37	34	86	3.713572066704308	3.6109179126442243	3.5263605246161616	4.454347296253507
WILDTYPE__Lincrna.noflip.NA__chr3:72149976..72150090,-__591.1.0.0	17	14	6	70	2.833213344056216	2.6390573296152584	1.791759469228055	4.248495242049359
WILDTYPE__Lincrna.noflip.NA__chr3:82035247..82035361,+__592.1.0.0	13	12	7	47	2.5649493574615367	2.4849066497880004	1.9459101490553132	3.8501476017100584
WILDTYPE__Lincrna.noflip.NA__chr3:94656976..94657090,+__594.1.0.0	4	3	2	42	1.3862943611198906	1.0986122886681098	0.6931471805599453	3.7376696182833684
WILDTYPE__Lincrna.noflip.NA__chr3:98699819..98699933,+__597.1.0.0	21	17	10	62	3.044522437723423	2.833213344056216	2.302585092994046	4.127134385045092
WILDTYPE__Lincrna.noflip.NA__chr4:134070233..134070347,-__606.1.0.0	22	21	18	59	3.091042453358316	3.044522437723423	2.8903717578961645	4.07753744390572
WILDTYPE__Lincrna.noflip.NA__chr4:139694623..139694737,+__608.1.0.0	24	17	17	84	3.1780538303479458	2.833213344056216	2.833213344056216	4.430816798843313
WILDTYPE__Lincrna.noflip.NA__chr4:139694657..139694771,+__609.1.0.0	25	18	17	97	3.2188758248682006	2.8903717578961645	2.833213344056216	4.574710978503383
WILDTYPE__Lincrna.noflip.NA__chr4:153021874..153021988,+__614.1.0.0	16	15	10	54	2.772588722239781	2.70805020110221	2.302585092994046	3.9889840465642745
WILDTYPE__Lincrna.noflip.NA__chr4:165798250..165798364,+__616.1.0.0	15	12	8	70	2.70805020110221	2.4849066497880004	2.0794415416798357	4.248495242049359
WILDTYPE__Lincrna.noflip.NA__chr4:39640748..39640862,+__630.1.0.0	10	8	3	52	2.302585092994046	2.0794415416798357	1.0986122886681098	3.9512437185814275
WILDTYPE__Lincrna.noflip.NA__chr4:6675592..6675706,-__638.1.0.0	26	19	14	94	3.258096538021482	2.9444389791664403	2.6390573296152584	4.543294782270004
WILDTYPE__Lincrna.noflip.NA__chr4:7105074..7105188,-__641.1.0.0	32	23	15	63	3.4657359027997265	3.1354942159291497	2.70805020110221	4.143134726391533
WILDTYPE__Lincrna.noflip.NA__chr4:74124805..74124919,+__642.1.0.0	33	28	25	80	3.4965075614664802	3.332204510175204	3.2188758248682006	4.382026634673881
WILDTYPE__Lincrna.noflip.NA__chr4:79567068..79567182,+__645.1.0.0	7	7	6	43	1.9459101490553132	1.9459101490553132	1.791759469228055	3.7612001156935624
WILDTYPE__Lincrna.noflip.NA__chr4:79567291..79567405,+__647.1.0.0	6	6	4	60	1.791759469228055	1.791759469228055	1.3862943611198906	4.0943445622221
WILDTYPE__Lincrna.noflip.NA__chr5:148786446..148786560,+__665.1.0.0	66	62	37	82	4.189654742026425	4.127134385045092	3.6109179126442243	4.406719247264253
WILDTYPE__Lincrna.noflip.NA__chr5:158527604..158527718,+__669.1.0.0	18	13	9	66	2.8903717578961645	2.5649493574615367	2.1972245773362196	4.189654742026425
WILDTYPE__Lincrna.noflip.NA__chr5:162864260..162864374,-__670.1.0.0	5	5	3	38	1.6094379124341003	1.6094379124341003	1.0986122886681098	3.6375861597263857
WILDTYPE__Lincrna.noflip.NA__chr5:162864293..162864407,-__671.1.0.0	11	11	7	42	2.3978952727983707	2.3978952727983707	1.9459101490553132	3.7376696182833684
WILDTYPE__Lincrna.noflip.NA__chr5:163723891..163724005,+__672.1.0.0	18	12	11	54	2.8903717578961645	2.4849066497880004	2.3978952727983707	3.9889840465642745
WILDTYPE__Lincrna.noflip.NA__chr5:169739632..169739746,-__673.1.0.0	10	10	4	68	2.302585092994046	2.302585092994046	1.3862943611198906	4.219507705176107
WILDTYPE__Lincrna.noflip.NA__chr5:169758351..169758465,+__674.1.0.0	21	18	10	66	3.044522437723423	2.8903717578961645	2.302585092994046	4.189654742026425
WILDTYPE__Lincrna.noflip.NA__chr5:173763185..173763299,+__675.1.0.0	7	7	5	37	1.9459101490553132	1.9459101490553132	1.6094379124341003	3.6109179126442243
WILDTYPE__Lincrna.noflip.NA__chr5:180257880..180257994,+__677.1.0.0	24	21	13	90	3.1780538303479458	3.044522437723423	2.5649493574615367	4.499809670330265
WILDTYPE__Lincrna.noflip.NA__chr5:18746230..18746344,-__683.1.0.0	27	8	8	44	3.295836866004329	2.0794415416798357	2.0794415416798357	3.784189633918261
WILDTYPE__Lincrna.noflip.NA__chr5:19142428..19142542,-__684.1.0.0	29	25	21	69	3.367295829986474	3.2188758248682006	3.044522437723423	4.23410650459726
WILDTYPE__Lincrna.noflip.NA__chr5:33049463..33049577,-__687.1.0.0	14	11	7	49	2.6390573296152584	2.3978952727983707	1.9459101490553132	3.8918202981106265
WILDTYPE__Lincrna.noflip.NA__chr5:55290947..55291061,+__700.1.0.0	18	17	16	61	2.8903717578961645	2.833213344056216	2.772588722239781	4.110873864173311
WILDTYPE__Lincrna.noflip.NA__chr5:77656156..77656270,-__704.1.0.0	11	9	5	53	2.3978952727983707	2.1972245773362196	1.6094379124341003	3.970291913552122
WILDTYPE__Lincrna.noflip.NA__chr5:87969108..87969222,-__713.1.0.0	9	8	6	57	2.1972245773362196	2.0794415416798357	1.791759469228055	4.04305126783455
WILDTYPE__Lincrna.noflip.NA__chr5:87974227..87974341,-__714.1.0.0	56	26	25	76	4.02535169073515	3.258096538021482	3.2188758248682006	4.330733340286331
WILDTYPE__Lincrna.noflip.NA__chr5:87980740..87980854,-__715.1.0.0	65	16	15	105	4.174387269895637	2.772588722239781	2.70805020110221	4.653960350157523
WILDTYPE__Lincrna.noflip.NA__chr5:98264795..98264909,+__723.1.0.0	41	24	18	60	3.713572066704308	3.1780538303479458	2.8903717578961645	4.0943445622221
WILDTYPE__Lincrna.noflip.NA__chr6:107235224..107235338,-__726.1.0.0	10	10	6	32	2.302585092994046	2.302585092994046	1.791759469228055	3.4657359027997265
WILDTYPE__Lincrna.noflip.NA__chr6:107235351..107235465,-__727.1.0.0	7	7	6	25	1.9459101490553132	1.9459101490553132	1.791759469228055	3.2188758248682006
WILDTYPE__Lincrna.noflip.NA__chr6:132455088..132455202,+__731.1.0.0	21	21	15	75	3.044522437723423	3.044522437723423	2.70805020110221	4.31748811353631
WILDTYPE__Lincrna.noflip.NA__chr6:134758778..134758892,+__732.1.0.0	13	13	6	56	2.5649493574615367	2.5649493574615367	1.791759469228055	4.02535169073515
WILDTYPE__Lincrna.noflip.NA__chr6:169562962..169563076,-__740.1.0.0	47	41	40	100	3.8501476017100584	3.713572066704308	3.6888794541139363	4.605170185988092
WILDTYPE__Lincrna.noflip.NA__chr6:2876736..2876850,-__743.1.0.0	32	32	12	91	3.4657359027997265	3.4657359027997265	2.4849066497880004	4.51085950651685
WILDTYPE__Lincrna.noflip.NA__chr6:58287638..58287752,-__753.1.0.0	5	5	2	58	1.6094379124341003	1.6094379124341003	0.6931471805599453	4.060443010546419
WILDTYPE__Lincrna.noflip.NA__chr6:72129833..72129947,-__755.1.0.0	13	12	7	53	2.5649493574615367	2.4849066497880004	1.9459101490553132	3.970291913552122
WILDTYPE__Lincrna.noflip.NA__chr6:72130481..72130595,-__756.1.0.0	14	13	12	46	2.6390573296152584	2.5649493574615367	2.4849066497880004	3.828641396489095
WILDTYPE__Lincrna.noflip.NA__chr6:86387048..86387162,-__759.1.0.0	12	11	8	61	2.4849066497880004	2.3978952727983707	2.0794415416798357	4.110873864173311
WILDTYPE__Lincrna.noflip.NA__chr7:104653459..104653573,-__766.1.0.0	27	25	10	82	3.295836866004329	3.2188758248682006	2.302585092994046	4.406719247264253
WILDTYPE__Lincrna.noflip.NA__chr7:110174739..110174853,-__767.1.0.0	11	11	7	46	2.3978952727983707	2.3978952727983707	1.9459101490553132	3.828641396489095
WILDTYPE__Lincrna.noflip.NA__chr7:130597856..130597970,-__777.1.0.0	19	12	7	74	2.9444389791664403	2.4849066497880004	1.9459101490553132	4.30406509320417
WILDTYPE__Lincrna.noflip.NA__chr7:130597921..130598035,-__778.1.0.0	12	12	7	59	2.4849066497880004	2.4849066497880004	1.9459101490553132	4.07753744390572
WILDTYPE__Lincrna.noflip.NA__chr7:130598098..130598212,-__779.1.0.0	45	40	35	47	3.8066624897703196	3.6888794541139363	3.5553480614894135	3.8501476017100584
WILDTYPE__Lincrna.noflip.NA__chr7:131582325..131582439,+__783.1.0.0	24	19	10	80	3.1780538303479458	2.9444389791664403	2.302585092994046	4.382026634673881
WILDTYPE__Lincrna.noflip.NA__chr7:28997850..28997964,-__802.1.0.0	15	14	10	71	2.70805020110221	2.6390573296152584	2.302585092994046	4.2626798770413155
WILDTYPE__Lincrna.noflip.NA__chr7:35840191..35840305,-__806.1.0.0	5	5	5	27	1.6094379124341003	1.6094379124341003	1.6094379124341003	3.295836866004329
WILDTYPE__Lincrna.noflip.NA__chr7:39773092..39773206,+__807.1.0.0	49	38	27	65	3.8918202981106265	3.6375861597263857	3.295836866004329	4.174387269895637
WILDTYPE__Lincrna.noflip.NA__chr7:93652038..93652152,+__822.1.0.0	32	29	11	88	3.4657359027997265	3.367295829986474	2.3978952727983707	4.477336814478207
WILDTYPE__Lincrna.noflip.NA__chr8:100025222..100025336,-__823.1.0.0	40	37	22	79	3.6888794541139363	3.6109179126442243	3.091042453358316	4.3694478524670215
WILDTYPE__Lincrna.noflip.NA__chr8:112039616..112039730,-__827.1.0.0	10	10	8	56	2.302585092994046	2.302585092994046	2.0794415416798357	4.02535169073515
WILDTYPE__Lincrna.noflip.NA__chr8:11204974..11205088,-__828.1.0.0	48	30	30	61	3.871201010907891	3.4011973816621555	3.4011973816621555	4.110873864173311
WILDTYPE__Lincrna.noflip.NA__chr8:123440761..123440875,-__829.1.0.0	6	6	3	52	1.791759469228055	1.791759469228055	1.0986122886681098	3.9512437185814275
WILDTYPE__Lincrna.noflip.NA__chr8:125283893..125284007,+__830.1.0.0	20	18	12	80	2.995732273553991	2.8903717578961645	2.4849066497880004	4.382026634673881
WILDTYPE__Lincrna.noflip.NA__chr8:125486770..125486884,-__831.1.0.0	17	15	8	59	2.833213344056216	2.70805020110221	2.0794415416798357	4.07753744390572
WILDTYPE__Lincrna.noflip.NA__chr8:126963359..126963473,-__832.1.0.0	12	12	5	56	2.4849066497880004	2.4849066497880004	1.6094379124341003	4.02535169073515
WILDTYPE__Lincrna.noflip.NA__chr8:130587210..130587324,-__837.1.0.0	1	1	1	17	0.0	0.0	0.0	2.833213344056216
WILDTYPE__Lincrna.noflip.NA__chr8:144821486..144821600,+__846.1.0.0	7	7	4	19	1.9459101490553132	1.9459101490553132	1.3862943611198906	2.9444389791664403
WILDTYPE__Lincrna.noflip.NA__chr8:37351349..37351463,-__854.1.0.0	6	6	3	49	1.791759469228055	1.791759469228055	1.0986122886681098	3.8918202981106265
WILDTYPE__Lincrna.noflip.NA__chr8:37457322..37457436,-__855.1.0.0	30	27	14	71	3.4011973816621555	3.295836866004329	2.6390573296152584	4.2626798770413155
WILDTYPE__Lincrna.noflip.NA__chr8:54436488..54436602,-__859.1.0.0	14	13	7	56	2.6390573296152584	2.5649493574615367	1.9459101490553132	4.02535169073515
WILDTYPE__Lincrna.noflip.NA__chr8:57472021..57472135,-__860.1.0.0	6	6	6	17	1.791759469228055	1.791759469228055	1.791759469228055	2.833213344056216
WILDTYPE__Lincrna.noflip.NA__chr8:58658608..58658722,+__861.1.0.0	8	8	5	36	2.0794415416798357	2.0794415416798357	1.6094379124341003	3.58351893845611
WILDTYPE__Lincrna.noflip.NA__chr8:65285786..65285900,+__865.1.0.0	26	13	12	77	3.258096538021482	2.5649493574615367	2.4849066497880004	4.343805421853684
WILDTYPE__Lincrna.noflip.NA__chr8:6693009..6693123,-__867.1.0.0	20	19	11	57	2.995732273553991	2.9444389791664403	2.3978952727983707	4.04305126783455
WILDTYPE__Lincrna.noflip.NA__chr8:84824851..84824965,+__872.1.0.0	20	20	14	47	2.995732273553991	2.995732273553991	2.6390573296152584	3.8501476017100584
WILDTYPE__Lincrna.noflip.NA__chr8:86851854..86851968,+__873.1.0.0	28	28	15	71	3.332204510175204	3.332204510175204	2.70805020110221	4.2626798770413155
WILDTYPE__Lincrna.noflip.NA__chr8:90769535..90769649,-__874.1.0.0	30	29	20	81	3.4011973816621555	3.367295829986474	2.995732273553991	4.394449154672439
WILDTYPE__Lincrna.noflip.NA__chr8:91233666..91233780,+__877.1.0.0	15	11	11	40	2.70805020110221	2.3978952727983707	2.3978952727983707	3.6888794541139363
WILDTYPE__Lincrna.noflip.NA__chr8:91233678..91233792,+__878.1.0.0	10	8	7	41	2.302585092994046	2.0794415416798357	1.9459101490553132	3.713572066704308
WILDTYPE__Lincrna.noflip.NA__chr8:92082342..92082456,-__880.1.0.0	24	21	15	47	3.1780538303479458	3.044522437723423	2.70805020110221	3.8501476017100584
WILDTYPE__Lincrna.noflip.NA__chr8:95565879..95565993,+__883.1.0.0	13	9	7	51	2.5649493574615367	2.1972245773362196	1.9459101490553132	3.9318256327243257
WILDTYPE__Lincrna.noflip.NA__chr9:117160717..117160831,-__887.1.0.0	36	34	31	80	3.58351893845611	3.5263605246161616	3.4339872044851463	4.382026634673881
WILDTYPE__Lincrna.noflip.NA__chr9:128003872..128003986,+__890.1.0.0	56	52	24	88	4.02535169073515	3.9512437185814275	3.1780538303479458	4.477336814478207
WILDTYPE__Lincrna.noflip.NA__chr9:132044709..132044823,+__894.1.0.0	7	7	4	40	1.9459101490553132	1.9459101490553132	1.3862943611198906	3.6888794541139363
WILDTYPE__Lincrna.noflip.NA__chr9:132083215..132083329,+__895.1.0.0	19	19	12	65	2.9444389791664403	2.9444389791664403	2.4849066497880004	4.174387269895637
WILDTYPE__Lincrna.noflip.NA__chr9:132099122..132099236,+__897.1.0.0	9	6	3	56	2.1972245773362196	1.791759469228055	1.0986122886681098	4.02535169073515
WILDTYPE__Lincrna.noflip.NA__chr9:132253021..132253135,+__899.1.0.0	16	13	8	71	2.772588722239781	2.5649493574615367	2.0794415416798357	4.2626798770413155
WILDTYPE__Lincrna.noflip.NA__chr9:13446423..13446537,+__900.1.0.0	10	10	6	44	2.302585092994046	2.302585092994046	1.791759469228055	3.784189633918261
WILDTYPE__Lincrna.noflip.NA__chr9:71161496..71161610,-__909.1.0.0	19	19	17	69	2.9444389791664403	2.9444389791664403	2.833213344056216	4.23410650459726
WILDTYPE__Lincrna.noflip.NA__chr9:74920272..74920386,+__910.1.0.0	39	37	20	77	3.6635616461296463	3.6109179126442243	2.995732273553991	4.343805421853684
WILDTYPE__Lincrna.noflip.NA__chr9:89563513..89563627,+__914.1.0.0	12	12	12	65	2.4849066497880004	2.4849066497880004	2.4849066497880004	4.174387269895637
WILDTYPE__Lincrna.noflip.NA__chr9:92316487..92316601,+__915.1.0.0	15	14	12	79	2.70805020110221	2.6390573296152584	2.4849066497880004	4.3694478524670215
WILDTYPE__Lincrna.noflip.NA__chr9:94903594..94903708,+__918.1.0.0	36	29	10	100	3.58351893845611	3.367295829986474	2.302585092994046	4.605170185988092
WILDTYPE__Lincrna.noflip.NA__chrX:11129223..11129337,-__926.1.0.0	17	15	9	61	2.833213344056216	2.70805020110221	2.1972245773362196	4.110873864173311
WILDTYPE__Lincrna.noflip.NA__chrX:13321493..13321607,-__930.1.0.0	10	9	5	68	2.302585092994046	2.1972245773362196	1.6094379124341003	4.219507705176107
WILDTYPE__Lincrna.noflip.NA__chrX:27417072..27417186,-__934.1.0.0	34	33	19	53	3.5263605246161616	3.4965075614664802	2.9444389791664403	3.970291913552122
WILDTYPE__Lincrna.noflip.NA__chrX:43036167..43036281,+__935.1.0.0	10	9	9	51	2.302585092994046	2.1972245773362196	2.1972245773362196	3.9318256327243257
WILDTYPE__Lincrna.noflip.NA__chrX:45710927..45711041,-__936.1.0.0	8	8	7	40	2.0794415416798357	2.0794415416798357	1.9459101490553132	3.6888794541139363
WILDTYPE__Lincrna.noflip.NA__chrX:53123253..53123367,+__938.1.0.0	9	9	3	58	2.1972245773362196	2.1972245773362196	1.0986122886681098	4.060443010546419
